algorithm_family,algorithm,cryptographic_family,nist_security_level,aes_equivalent,public_key_bytes,private_key_bytes,signature_ciphertext_bytes,shared_secret_bytes,keygen_cycles_relative,sign_encaps_cycles_relative,verifydecaps_cycles_relative,stack_ram_bytes,optimization_target,fips_standard,use_case_notes,trusted_source_id,peer_reviewed,vetting_body,region,status,status_url,status_url_quality,confidence_score
Signature,ML-DSA-44,Lattice,2.0,AES-128,1312.0,2560.0,2420.0,,1x,1x,1x,~14000,Balanced,FIPS 204,General purpose; faster than RSA signing; larger signatures,nist-csrc,yes,NIST,NIST,FIPS 204,https://csrc.nist.gov/pubs/fips/204/final,url_authoritative,85
Signature,ML-DSA-65,Lattice,3.0,AES-192,1952.0,4032.0,3309.0,,1.4x,1.3x,1.3x,~14000,Balanced,FIPS 204,Recommended general use; most balanced security/performance,nist-csrc,yes,NIST,NIST,FIPS 204,https://csrc.nist.gov/pubs/fips/204/final,url_authoritative,85
Signature,ML-DSA-87,Lattice,5.0,AES-256,2592.0,4896.0,4627.0,,1.8x,1.7x,1.7x,~14000,Balanced,FIPS 204,Highest security; suitable for long-term archival,nist-csrc,yes,NIST,NIST,FIPS 204,https://csrc.nist.gov/pubs/fips/204/final,url_authoritative,85
Signature,FN-DSA-512,Lattice,1.0,AES-128,897.0,1281.0,666.0,,5x,3x,0.5x,~20000,Small Signature,FIPS 206 (Draft),Alternate lattice signature (Falcon-512); tiny signature (~0.65KB) and fast verification (requires floating-point arithmetic),nist-csrc,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig,url_authoritative,85
Signature,FN-DSA-1024,Lattice,5.0,AES-256,1793.0,2305.0,1280.0,,10x,6x,1x,~30000,Small Signature,FIPS 206 (Draft),High-security Falcon variant; small signature (~1.25KB) and fast verification,nist-csrc,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig,url_authoritative,85
Signature,SLH-DSA-SHA2-128s,Hash-based,1.0,AES-128,32.0,64.0,7856.0,,50x,500x,50x,~5000,Small Keys,FIPS 205,Conservative hash-based; slow signing but small keys,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-128s,Hash-based,1.0,AES-128,32.0,64.0,7856.0,,50x,500x,50x,~5000,Small Keys,FIPS 205,SHAKE-based hash-based signature; NIST recommends SHAKE variants for long-term security; conservative choice with tiny keys (32B pub),nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHA2-128f,Hash-based,1.0,AES-128,32.0,64.0,17088.0,,10x,100x,10x,~5000,Fast Signing,FIPS 205,Fast signing variant (~5x faster than 128s); trades larger signatures (~17KB) for signing speed; good for high-throughput scenarios,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-128f,Hash-based,1.0,AES-128,32.0,64.0,17088.0,,10x,100x,10x,~5000,Fast Signing,FIPS 205,SHAKE-based fast signing at Level 1; ~17KB signatures but significantly faster signing than 128s; preferred over SHA2 for long-term use,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHA2-192s,Hash-based,3.0,AES-192,48.0,96.0,16224.0,,75x,750x,75x,~5000,Small Keys,FIPS 205,Level 3 hash-based with small signatures (~16KB); very slow signing but minimal key sizes; suited for firmware signing and archival,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-192s,Hash-based,3.0,AES-192,48.0,96.0,16224.0,,75x,750x,75x,~5000,Small Keys,FIPS 205,SHAKE-based Level 3 small signature variant; NIST-preferred hash function for longevity; ~16KB signatures with tiny 48B public key,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHA2-192f,Hash-based,3.0,AES-192,48.0,96.0,35664.0,,15x,150x,15x,~5000,Fast Signing,FIPS 205,Level 3 fast signing variant; ~36KB signatures but ~5x faster signing than 192s; useful when signing throughput matters more than bandwidth,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-192f,Hash-based,3.0,AES-192,48.0,96.0,35664.0,,15x,150x,15x,~5000,Fast Signing,FIPS 205,SHAKE-based Level 3 fast variant; ~36KB signatures with fast signing; NIST-preferred hash for long-term quantum resilience,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHA2-256s,Hash-based,5.0,AES-256,64.0,128.0,29792.0,,100x,1000x,100x,~5000,Small Keys,FIPS 205,Highest security hash-based (Level 5); ~30KB signatures; extremely slow signing but maximum quantum resilience for archival use,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-256s,Hash-based,5.0,AES-256,64.0,128.0,29792.0,,100x,1000x,100x,~5000,Small Keys,FIPS 205,SHAKE-based Level 5 with smallest signatures at this security level (~30KB); NIST-preferred for maximum long-term quantum resistance,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHA2-256f,Hash-based,5.0,AES-256,64.0,128.0,49856.0,,20x,200x,20x,~5000,Fast Signing,FIPS 205,256-bit fast signing; ~50KB signatures,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,SLH-DSA-SHAKE-256f,Hash-based,5.0,AES-256,64.0,128.0,49856.0,,20x,200x,20x,~5000,Fast Signing,FIPS 205,SHAKE-based Level 5 fast variant; ~50KB signatures but ~5x faster signing than 256s; NIST-preferred hash for top-tier security,nist-csrc,yes,NIST,NIST,FIPS 205,https://csrc.nist.gov/pubs/fips/205/final,url_authoritative,85
Signature,LMS-SHA256 (H20/W8),Hash-based,,AES-128 to AES-256,60.0,64.0,1776.0,,1x,50x,0.5x,~2000,Stateful,NIST SP 800-208,Security levels 1–5 depending on parameters. Stateful hash-based (HSS/LMS); CNSA 2.0 required for firmware signing. W8 Winternitz parameter gives smallest signatures. State management critical — private key state must never be reused.,nist-csrc,yes,NIST,NIST,SP 800-208,https://csrc.nist.gov/pubs/sp/800/208/final,url_authoritative,85
Signature,XMSS-SHA2_20,Hash-based,,AES-128 to AES-256,64.0,2573.0,2820.0,,1x,80x,0.5x,~3000,Stateful,NIST SP 800-208,Security levels 1–5 depending on parameters. Stateful hash-based (eXtended Merkle Signature Scheme). SK size is implementation-dependent (liboqs reference). Same state management constraints as LMS. Limited number of signatures per key.,nist-csrc,yes,NIST,NIST,SP 800-208,https://csrc.nist.gov/pubs/sp/800/208/final,url_authoritative,85
Classical KEM,RSA-2048,Classical,,~112-bit,270.0,1190.0,256.0,256.0,Baseline,Baseline Sign,Baseline Verify,~2000,,SP 800-56B,Deprecated 2030; vulnerable to Shor's algorithm,nist-csrc,yes,NIST,NIST,SP 800-56B,https://csrc.nist.gov/pubs/sp/800/56/b/r2/final,url_authoritative,85
Classical KEM,RSA-3072,Classical,,~128-bit,398.0,1770.0,384.0,384.0,2x,2.5x Sign,1.5x Verify,~3000,,SP 800-56B,Extended deprecation; still vulnerable to quantum,nist-csrc,yes,NIST,NIST,SP 800-56B,https://csrc.nist.gov/pubs/sp/800/56/b/r2/final,url_authoritative,85
Classical KEM,RSA-4096,Classical,,~140-bit,526.0,2350.0,512.0,512.0,4x,7x Sign,3x Verify,~4000,,SP 800-56B,Extended deprecation; highest classical RSA,nist-csrc,yes,NIST,NIST,SP 800-56B,https://csrc.nist.gov/pubs/sp/800/56/b/r2/final,url_authoritative,85
Classical KEM,ECDH P-256,Classical,,~128-bit,64.0,32.0,,32.0,0.1x,0.2x,0.2x,~500,,SP 800-56A,Compact keys; fast; vulnerable to quantum,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/sp/800/56/a/r3/final,url_authoritative,85
Classical KEM,ECDH P-384,Classical,,~192-bit,96.0,48.0,,48.0,0.15x,0.3x,0.3x,~700,,SP 800-56A,192-bit equivalent; vulnerable to quantum,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/sp/800/56/a/r3/final,url_authoritative,85
Classical KEM,ECDH P-521,Classical,,~256-bit,132.0,66.0,,66.0,0.2x,0.4x,0.4x,~900,,SP 800-56A,Highest NIST curve; vulnerable to quantum,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/sp/800/56/a/r3/final,url_authoritative,85
Classical KEM,X25519,Classical,,~128-bit,32.0,32.0,,32.0,0.05x,0.1x,0.1x,~400,,RFC 7748,Very fast; compact; vulnerable to quantum,ietf,yes,NIST,NIST,FIPS 186-5,https://www.rfc-editor.org/rfc/rfc7748,url_authoritative,85
Classical KEM,X448,Classical,,~224-bit,56.0,56.0,,56.0,0.08x,0.15x,0.15x,~600,,RFC 7748,Higher security curve; vulnerable to quantum,ietf,yes,NIST,NIST,FIPS 186-5,https://www.rfc-editor.org/rfc/rfc7748,url_authoritative,85
Classical Sig,ECDSA P-256,Classical,,~128-bit,64.0,32.0,64.0,,0.1x,0.3x Sign,0.4x Verify,~500,,FIPS 186,Fast signing; compact; vulnerable to quantum,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/fips/186-5/final,url_authoritative,85
Classical Sig,ECDSA P-384,Classical,,~192-bit,96.0,48.0,96.0,,0.15x,0.4x Sign,0.5x Verify,~700,,FIPS 186,192-bit security; vulnerable to quantum,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/fips/186-5/final,url_authoritative,85
Classical Sig,ECDSA P-521,Classical,,~256-bit,132.0,66.0,132.0,,0.2x,0.5x Sign,0.6x Verify,~900,,FIPS 186,Highest NIST curve signature; vulnerable,nist-csrc,yes,NIST,NIST,FIPS 186-5,https://csrc.nist.gov/pubs/fips/186-5/final,url_authoritative,85
Classical Sig,Ed25519,Classical,,~128-bit,32.0,64.0,64.0,,0.02x,0.1x Sign,0.1x Verify,~300,,RFC 8032,Very fast; deterministic; vulnerable to quantum,ietf,yes,NIST,NIST,FIPS 186-5,https://www.rfc-editor.org/rfc/rfc8032,url_authoritative,85
Classical Sig,Ed448,Classical,,~224-bit,57.0,114.0,114.0,,0.04x,0.15x Sign,0.15x Verify,~500,,RFC 8032,Higher security EdDSA; vulnerable to quantum,ietf,yes,NIST,NIST,FIPS 186-5,https://www.rfc-editor.org/rfc/rfc8032,url_authoritative,85
Classical KEM,DH (Diffie-Hellman),Classical,,~80-bit,256.0,256.0,,256.0,~1x,,,~1000,,RFC 7919,Legacy discrete-log key exchange; 2048-bit common; vulnerable to Shor's algorithm; NIST deprecated,ietf,yes,NIST,NIST,RFC 7919,https://www.rfc-editor.org/rfc/rfc7919,url_authoritative,85
Classical Sig,secp256k1,Classical,,~128-bit,64.0,32.0,64.0,,0.1x,0.3x Sign,0.4x Verify,~500,,SEC 2,Bitcoin/Ethereum signature curve; vulnerable to Shor's algorithm; widely used in blockchain,secg,yes,NIST,NIST,SEC 2,,missing,85
Hybrid KEM,X25519MLKEM768,Hybrid,3.0,AES-192,,,,32.0,,,,,Balanced,draft-ietf-tls-hybrid-design,Hybrid TLS 1.3 key exchange combining X25519 and ML-KEM-768; deployed by major browsers; RFC 8446 / IETF hybrid TLS; inherits security level 3 from ML-KEM-768,ietf,yes,NIST,IETF,Candidate,,missing,85
Hybrid KEM,SecP256r1MLKEM768,Hybrid,3.0,AES-192,,,,32.0,,,,,Balanced,draft-ietf-tls-hybrid-design,Hybrid TLS 1.3 key exchange combining ECDH P-256 and ML-KEM-768; deployed in TLS 1.3 hybrid mode; security level 3,ietf,yes,NIST,IETF,Candidate,,missing,85
Hybrid KEM,SecP384r1MLKEM1024,Hybrid,5.0,AES-256,,,,32.0,,,,,High Security,draft-ietf-tls-hybrid-design,Hybrid TLS 1.3 key exchange combining ECDH P-384 and ML-KEM-1024; highest security hybrid; CNSA 2.0 aligned; security level 5 from ML-KEM-1024,ietf,yes,NIST,IETF,Candidate,,missing,85
KEM,SMAUG-T-128,Lattice,1.0,AES-128,672.0,1344.0,736.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Lattice-based KEM using LWR. Level 1 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,SMAUG-T-192,Lattice,3.0,AES-192,992.0,1984.0,1056.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 3 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,SMAUG-T-256,Lattice,5.0,AES-256,1344.0,2688.0,1456.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 5 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,NTRU+-768,Lattice,1.0,AES-128,1158.0,2210.0,1213.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). NTRU-based KEM. Level 1 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,NTRU+-1152,Lattice,3.0,AES-192,1805.0,3322.0,1858.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 3 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,NTRU+-1277,Lattice,5.0,AES-256,1972.0,3571.0,2027.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 5 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,HAETAE-2,Lattice,2.0,AES-128,1312.0,1408.0,2760.0,,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Lattice signature scheme. Level 2 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,HAETAE-3,Lattice,3.0,AES-192,1760.0,2096.0,3510.0,,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 3 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,HAETAE-5,Lattice,5.0,AES-256,2208.0,2784.0,4768.0,,,,,,Balanced,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 5 equivalent. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,AIMer-128f,Hash-based,1.0,AES-128,32.0,16.0,5904.0,,,,,,Small Keys,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Zero-knowledge / AIM-based symmetric signature. Tiny keys (32B pub); ~6KB signatures. Level 1. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,AIMer-192f,Hash-based,3.0,AES-192,48.0,24.0,13944.0,,,,,,Small Keys,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 3 equivalent. ~14KB signatures. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
Signature,AIMer-256f,Hash-based,5.0,AES-256,64.0,32.0,27928.0,,,,,,Small Keys,KR-PQC Round 1 (KPQC),KpqC Final Winner 2025 (South Korea). Level 5 equivalent. ~28KB signatures. National standard TBD.,kisa,yes,KpqC,KpqC,Candidate,https://kpqc.or.kr,url_needs_review,85
KEM,Aigis-enc-L1,Lattice,1.0,AES-128,672.0,1344.0,672.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),CACR 1st Prize 2020 (China). LWE-based KEM. Targeting NGCC standardization ~2028. Status: To Be Checked pending NGCC outcome.,kisa,yes,CACR,CACR,To Be Checked,https://kpqc.or.kr,url_needs_review,85
KEM,Aigis-enc-L5,Lattice,5.0,AES-256,1344.0,2688.0,1344.0,32.0,,,,,Balanced,KR-PQC Round 1 (KPQC),CACR 1st Prize 2020 (China). Level 5 variant. Targeting NGCC standardization ~2028. Status: To Be Checked.,kisa,yes,CACR,CACR,To Be Checked,https://kpqc.or.kr,url_needs_review,85
Signature,Aigis-sig-L1,Lattice,1.0,AES-128,1312.0,1376.0,2524.0,,,,,,Balanced,KR-PQC Round 1 (KPQC),CACR 1st Prize 2020 (China). Lattice signature. Similar parameter structure to ML-DSA. Targeting NGCC ~2028. Status: To Be Checked.,kisa,yes,CACR,CACR,To Be Checked,https://kpqc.or.kr,url_needs_review,85
Signature,Aigis-sig-L5,Lattice,5.0,AES-256,2592.0,4864.0,4668.0,,,,,,Balanced,KR-PQC Round 1 (KPQC),CACR 1st Prize 2020 (China). Level 5 signature. Targeting NGCC ~2028. Status: To Be Checked.,kisa,yes,CACR,CACR,To Be Checked,https://kpqc.or.kr,url_needs_review,85
Signature,MAYO-1,Multivariate,1.0,AES-128,1168.0,24.0,321.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2 advancing (Oct 2024). Multivariate (Mayo variant of UOV). Tiny SK (24B) and small sig (321B); large PK (~1.1KB). Final standard ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,MAYO-2,Multivariate,1.0,AES-128,5488.0,24.0,180.0,,,,,,Compact Signature,NIST Additional Signatures Round 2,NIST Sig Round 2. MAYO-2: smallest signature (180B); largest PK (~5.4KB). Good for protocols where bandwidth favors tiny sigs. Final ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,MAYO-3,Multivariate,3.0,AES-192,2656.0,32.0,577.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2. MAYO-3: Level 3. ~577B signatures; ~2.6KB PK. Final ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,MAYO-5,Multivariate,5.0,AES-256,5488.0,40.0,838.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2. MAYO-5: Level 5. ~838B signatures; ~5.4KB PK. Final ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,HAWK-512,Lattice,1.0,AES-128,1024.0,2480.0,555.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2 advancing (Oct 2024). Lattice-based (distinct from Falcon/FN-DSA). Small ~555B signatures; 1KB public key. Final ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,HAWK-1024,Lattice,5.0,AES-256,2048.0,5120.0,1024.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2 advancing. Level 5 variant. ~1KB signatures; 2KB public key. Final ~2027.,iacr-eprint,yes,NIST,NIST,Candidate,https://csrc.nist.gov/projects/pqc-dig-sig/round-2-additional-signatures,url_authoritative,85
Signature,SLH-DSA-SHA2-128-24,Hash-based,1.0,AES-128,32.0,64.0,3856.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~50% smaller sig than SLH-DSA-SHA2-128s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHAKE-128-24,Hash-based,1.0,AES-128,32.0,64.0,3856.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); SHAKE hash variant of SHA2-128-24; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHA2-192-24,Hash-based,3.0,AES-192,48.0,96.0,7752.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~52% smaller sig than SLH-DSA-SHA2-192s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHAKE-192-24,Hash-based,3.0,AES-192,48.0,96.0,7752.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); SHAKE hash variant of SHA2-192-24; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHA2-256-24,Hash-based,5.0,AES-256,64.0,128.0,14944.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~50% smaller sig than SLH-DSA-SHA2-256s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
