industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards,secondary_source_ref,secondary_claims,threat_class,source_mirror_of
Healthcare / Pharmaceutical,HLTH-003,FDA premarket cybersecurity guidance: FDA finalized guidance (September 2023) under Section 524B of FD&C Act (Consolidated Appropriations Act 2023). Requires cryptographic risk assessment and Software Bill of Materials for new device submissions. Medical devices with 10-20 year lifecycles deploying now will operate into the CRQC era.,High,"RSA-2048, ECDSA in device firmware, TLS in medical devices, PKI for device authentication","ML-KEM-768, ML-DSA, crypto-agile firmware update mechanisms",FDA Premarket Cybersecurity Guidance 2023,https://www.fda.gov/media/119933/download,65,iot-ot-pqc|code-signing|crypto-agility|healthcare-pqc,fda,threats/HLTH-003.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: landing page only; no SBOM or crypto-assessment text; no quantum/PQC/CRQC content. | 2026-08-16: Replaced thin landing page with the actual FDA guidance PDF (SBOM/Section 524B content confirmed). Flag: this guidance was updated Feb 2026 (superseding a June 2025 edition, which superseded the original Sept 2023 text named in catalog_title) — content is substantively consistent but the specific '2023' edition is no longer the live document at this URL. | corrected via approved proposal claim-check-0924:HLTH-003#status (codex cx-20260925T014912Z-759de367) 2026-09-25",55,2026-08-16,healthcare;pharmaceutical,draft,,,,,,both,
Healthcare / Pharmaceutical,HLTH-004,"The Drug Supply Chain Security Act mandates electronic product identifier verification for prescription drugs, relying on PKI certificates for trading partner authentication. Although full enforcement was originally scheduled for November 2023, the FDA issued guidance deferring these interoperability requirements through subsequent extensions. Consequently, RSA and ECDSA certificates continue to underpin critical supply chain authentication, maintaining a significant quantum vulnerability during this extended compliance transition period.",Critical,"RSA and ECDSA trading-partner certificates, PKI for DSCSA interoperable exchange, TLS in verification transactions","ML-DSA for trading-partner certificates, hybrid PKI during the deferred-enforcement window, PQC-enabled interoperable exchange","FDA — DSCSA Standards for the Interoperable Exchange of Information for Tracing (Guidance for Industry, Sept 2023)",https://www.fda.gov/media/171796/download,60,iot-ot-pqc|code-signing|kms-pqc|hsm-pqc|healthcare-pqc,fda,threats/HLTH-004.pdf,no,FDA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 re-sourced] Original evidence was the wrong document (deprecated in the same-day accuracy audit); replaced with a real, correctly-attributed, on-topic source — but this document itself does not contain the row's quantum/crypto-specific claims, which remain analytical extrapolation, not directly sourced. Reactivated as PARTIAL, not fully supported. Corrected 2026-08-22: crypto_at_risk and pqc_replacement described MEDICAL DEVICES (""BLE cryptography, TLS in medical IoT, embedded ECC in implantable devices"") while this row's own threat_description is about DSCSA drug-supply-chain PKI. Realigned to what the description itself names — RSA/ECDSA trading-partner certificates for interoperable exchange. Found while checking whether HLTH-004 and HLTH-005 were duplicates; they are not. | 2026-09-24 moved to draft: cited FDA guidance never states a quantum risk; needs a source that does (second-source pilot, rewrite rejected).",55,2026-07-16,healthcare;pharmaceutical,draft,,,,,,,
Healthcare / Pharmaceutical,HLTH-005,Drug supply chain authentication quantum risk: Drug Supply Chain Security Act (DSCSA) mandates product serialization and verification to prevent counterfeit drug infiltration. EPCIS (Electronic Product Code Information Services) and verification systems rely on digital signatures and TLS. Quantum forgery of verification responses enables counterfeit drug injection into the legitimate supply chain.,High,"EPCIS digital signatures, TLS authentication for verification systems, manufacturer PKI","ML-DSA for supply chain signing, hybrid verification certificates, PQC-enabled EPCIS",FDA Drug Supply Chain Security Act (DSCSA),https://www.fda.gov/media/171796/download,65,code-signing|pki-workshop|healthcare-pqc,fda,threats/HLTH-005.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: No cryptography, EPCIS, digital-signature, TLS, or quantum content on page. | 2026-08-16: Replaced generic DSCSA overview page with FDA's actual EPCIS interoperability-standards guidance document, which substantiates the row's EPCIS claim that the overview page did not cover. Corrected 2026-08-22: trusted_source_id was ""csa-cloud"" while source_url is fda.gov and main_source names the FDA. Set to fda, matching HLTH-004 which cites the same guidance. Source URL corrected 2026-09-23: the cited page had become an HTML landing page; the new URL serves the cached document byte-for-byte (sha256 match). Was: https://www.fda.gov/regulatory-information/search-fda-guidance-documents/dscsa-standards-interoperable-exchange-information-tracing-certain-human-finished-prescription-drugs | 2026-09-24 moved to draft: cited FDA guidance never states a quantum risk; needs a source that does (second-source pilot, rewrite rejected).",55,2026-08-16,healthcare;pharmaceutical,draft,,,,,,,
Insurance,INS-001,"Current actuarial models for cyber insurance rely on probabilistic data that excludes quantum computing threat scenarios, leaving Lloyd's of London and major reinsurers unprepared for systemic losses across RSA and ECDSA-dependent policyholders. While the Geneva Association has published research on systemic risks from emerging technologies, the specific integration of quantum risk into pricing models remains an industry observation rather than a standardized practice. This gap highlights the urgent need for post-quantum migration to prevent correlated financial exposure.",High,"RSA/ECDSA protecting policyholder data, TLS for claims processing, database encryption","ML-KEM for key exchange, AES-256-GCM, ML-DSA for document signing",NAIC Insurance Data Security Model Law (MDL-668),https://content.naic.org/sites/default/files/model-law-668.pdf,75,pqc-risk-management|compliance-strategy|kms-pqc|hsm-pqc|data-asset-sensitivity|database-encryption-pqc,cisa,threats/INS-001.pdf,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (238211 bytes).,60,2026-07-16,insurance,deprecated,2026-07-16,Evidence audit 2026-07-16 (UNSUPPORTED): NAIC MDL-668 (2017) has no quantum/crypto-algorithm content,,,,,
Insurance,INS-002,"Life insurance, annuity, and pension contracts face multi-decade quantum exposure when long-lived keys are not rotated, potentially extending risk beyond typical 20-70 year durations. While NAIC Insurance Data Security Model Law #668 addresses cybersecurity programs broadly, it does not mandate specific cryptographic algorithms. Similarly, IAIS Insurance Core Principles establish supervisory frameworks without dictating algorithm choices for member jurisdictions.",High,"Database encryption, policyholder data TLS, claims management systems","PQC-enabled encryption, hybrid TLS 1.3, ML-KEM key management",NAIC Model Law #668 + IAIS Insurance Core Principles,https://www.dfs.ny.gov/industry_guidance/cybersecurity,75,compliance-strategy|tls-basics|kms-pqc|hsm-pqc|data-asset-sensitivity|database-encryption-pqc,nydfs,threats/INS-002.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored).,60,2026-07-16,insurance,deprecated,2026-07-16,"Evidence audit 2026-07-16 (UNSUPPORTED): Evidence is NY DFS Part 500 resource center, not NAIC Model Law #668 or IAIS ICPs",,,,,
Insurance,INS-003,"International reinsurance treaties involve highly confidential financial data exchanged globally, with pricing and exposure information retaining sensitivity for 10 to 30 years. The Geneva Association’s 2023 publication, Quantum Computing and the Financial Sector, identifies quantum computing as an emerging systemic risk for these institutions. This long-term data sensitivity necessitates immediate post-quantum cryptography migration to protect against future decryption threats.",High,"Actuarial model encryption, reinsurance platform crypto, policyholder PII protection","AES-256 with ML-KEM key exchange, ML-DSA for contract signing, crypto-agile platforms",Geneva Association Systemic Cyber Risk Research,https://www.genevaassociation.org/research-topics/cyber,75,pqc-risk-management|pqc-business-case|data-asset-sensitivity,geneva-association,threats/INS-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (106271 bytes).,60,2026-07-16,insurance,deprecated,2026-07-16,"Evidence audit 2026-07-16 (UNSUPPORTED): page is a publications index, zero quantum mentions",,,,,
Internet of Things (IoT),IOT-001,"IoT device risk escalation: Forescout 2025 research reports overall average device risk scores increased 15% year-over-year, with significant country-level risk score increases. Billions of constrained devices using ECDSA P-256 and RSA-2048 with limited crypto-agility and no practical firmware update path for PQC migration.",Critical,"ECDSA P-256, RSA-2048, TLS 1.2 in IoT devices, device provisioning certificates","Lightweight PQC (FN-DSA, SLH-DSA), hybrid schemes for constrained devices",Forescout Device Risk Research,https://www.forescout.com/research-labs/,75,iot-ot-pqc|hybrid-crypto|stateful-signatures|crypto-agility,forescout,threats/IOT-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,2026-07-16,iot,deprecated,2026-07-16,"Evidence audit 2026-07-16 (UNSUPPORTED): evidence is Vedere Labs overview homepage, not the 2025 device-risk report",,,,,
Internet of Things (IoT),IOT-002,"Industrial IoT SCADA quantum vulnerability: IEC 62443 governs industrial automation security. OPC UA protocol uses RSA/ECDSA for authentication across manufacturing, energy, and critical infrastructure. IIoT environments with 15-25 year equipment lifecycles and air-gapped networks face complex PQC migration.",Critical,"OPC UA RSA/ECDSA, IEC 62443 authentication, industrial protocol encryption","OPC UA PQC implementation, IEC 62443 quantum update, hybrid industrial protocols",IEC 62443 Industrial Automation Security,https://isagca.org/hubfs/2022%20ISA%20Website%20Redesigns/ISASecure/PDFs/Miscellaneous%20PDFs/Documents-Articles-and-Technical-Papers/ISAGCA-Security-Lifecycles-whitepaper.pdf,65,iot-ot-pqc|vpn-ssh-pqc|network-security-pqc,iec,threats/IOT-002.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Re-snapshotted 2026-06-09: fresh Playwright proof (363461 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no OPC UA, RSA/ECDSA, quantum, or PQC content; generic standards catalog page. [2026-07-16] Note: local_file evidence is identical to the other of ENERGY-004/IOT-002 — a generic ISA/IEC 62443 catalog page; a sector-specific PQC source is still needed for either row. Source URL corrected 2026-09-23: the cited page had become an HTML landing page; the new URL serves the cached document byte-for-byte (sha256 match). Was: https://www.isa.org/standards-and-publications/isa-standards/isa-iec-62443-series-of-standards | corrected via approved proposal claim-check-0924:IOT-002#status (codex cx-20260925T014912Z-759de367) 2026-09-25",55,2026-07-16,iot,draft,,,IEC-62443,,,both,
Internet of Things (IoT),IOT-003,"A manifest specification for IoT firmware updates must support different cryptographic algorithms and algorithm extensibility. Because signature schemes based on RSA and Elliptic Curve Cryptography (ECC) may become vulnerable to quantum-accelerated key extraction in the future, unchangeable bootloader code in ROM is recommended to use post-quantum secure signature schemes such as hash-based signatures. Where COSE (RFC 9052) is used, its COSE_Sign structure can carry signatures generated with the Elliptic Curve Digital Signature Algorithm (ECDSA) or the Edwards-curve Digital Signature Algorithm (EdDSA).",High,"since signature schemes based on RSA and Elliptic Curve Cryptography (ECC) may become vulnerable to quantum-accelerated key extraction in the future Under a CRQC, traditional signature algorithms (RSA, ECDSA, and EdDSA) are vulnerable to private-key recovery, enabling attackers to forge arbitrary JWS objects or COSE_Sign/COSE_Sign1 structures and fully impersonate the signer. Has the firmware been corrupted? Digital signature and MAC covering the firmware image","For unchangeable bootloader code in ROM, use post-quantum-secure signature schemes such as hash-based signatures.",IETF SUIT RFC 9019 + RFC 9124,https://www.rfc-editor.org/rfc/rfc9019.html,65,iot-ot-pqc|code-signing|stateful-signatures|secure-boot-pqc,ietf,threats/IOT-003.html,yes,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (RFC 9019 (SUIT Architecture) — actual RFC text, not the IETF WG portal.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (66686 bytes). Fix 2026-07-09: RFC citation corrected against rfc-editor.org index — RFC 9644 is ""YANG Groupings for SSH Clients and SSH Servers"" (miscitation); SUIT manifest information model is RFC 9124 and the CBOR manifest wire format is not yet an RFC (draft-ietf-suit-manifest); description, main_source and related_standards updated. [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RFC 9019 does not itself specify COSE or ECDSA; PQC-gap claim rests on absence of PQC mentions. | corrected via approved proposal q:threats:secondary-source-iot-003#secondary_source_ref 2026-09-25 | corrected via approved proposal q:threats:secondary-source-iot-003#secondary_claims 2026-09-25 | corrected via approved proposal q:threats:secondary-source-iot-003#threat_description 2026-09-25 | corrected via approved proposal q:threats:secondary-source-iot-003#crypto_at_risk 2026-09-25 | corrected via approved proposal claim-check-0924:IOT-003#pqc_replacement (codex cx-20260925T014912Z-759de367) 2026-09-25 | corrected via approved proposal claim-check-0924:IOT-003#threat_class (codex cx-20260925T014912Z-759de367) 2026-09-25 | corrected via approved proposal claim-check-0924:IOT-003#peer_reviewed (codex cx-20260925T014912Z-759de367) 2026-09-25",55,2026-09-08,iot,active,,,RFC-9019;RFC-9052;RFC-9124,RFC 9052;draft-ietf-jose-pq-composite-sigs-04,threat_description@RFC 9052;crypto_at_risk@draft-ietf-jose-pq-composite-sigs-04,hnfl,
Internet of Things (IoT),IOT-004,"Smart city infrastructure quantum vulnerability: Traffic management, public safety cameras, environmental sensors, and municipal IoT systems form interconnected networks with diverse device types and long deployment cycles. ISO/IEC 30182 defines smart community infrastructure framework. City-wide mesh networks and cloud gateways aggregate sensitive data from thousands of endpoints.",High,"City-wide IoT mesh networking, cloud gateway TLS, sensor authentication, municipal PKI","Quantum-safe smart city architecture, hybrid mesh protocols, PQC-enabled gateways",ISO/IEC 30182 Smart City Concept Model,https://www.iso.org/standard/53302.html,75,iot-ot-pqc|kms-pqc|hsm-pqc|network-security-pqc,iso-iec-sc27,threats/IOT-004.html,yes,ISO,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,2026-07-16,iot,deprecated,2026-07-16,Evidence audit 2026-07-16 (UNSUPPORTED): ISO catalog abstract page only; no quantum/security content,ISO/IEC-30182;IEC-30182,,,,
IT Industry / Software,IT-001,"Linux kernel LTS versions 6.6 and 6.12 remain current, but the primary post-quantum exposure vector for Linux systems lies in userspace crypto libraries rather than the in-kernel crypto API. Distributions relying on older LTS kernels must prioritize upgrading to OpenSSL 3.5+ or GnuTLS, which provide native ML-KEM and ML-DSA support from April 2025. This userspace-focused migration path is critical for securing cryptographic assets against quantum threats without requiring immediate kernel changes.",Critical,"Legacy RSA/ECDSA in crypto libraries, OpenSSL pre-3.5, libsodium, BoringSSL","OpenSSL 3.5 added support for PQC algorithms ML-KEM, ML-DSA and SLH-DSA. Before that native support existed, PQC migration work used the Open Quantum Safe (OQS) OpenSSL Provider and the liboqs library, which provides prototype PQC integrations into protocols including OpenSSL.",OpenSSL PQC Integration,https://openssl-library.org/post/2025-04-08-openssl-35-final-release/,65,crypto-agility|tls-basics|crypto-dev-apis|os-pqc,openssl-project,threats/IT-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (31821 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Linux kernel LTS 6.6/6.12 claims not in document; GnuTLS claim not in document. | corrected via approved proposal q:threats:secondary-source-it-001#secondary_source_ref 2026-09-25 | corrected via approved proposal q:threats:secondary-source-it-001#secondary_claims 2026-09-25 | corrected via approved proposal q:threats:secondary-source-it-001#pqc_replacement 2026-09-25 | corrected via approved proposal claim-check-0924:IT-001#status (codex cx-20260925T014523Z-404a3314) 2026-09-25,55,2026-08-16,it;software,draft,,,,NIST NCCoE SP 1800-38C,pqc_replacement,both,
IT Industry / Software,IT-002,Apple will start accepting PQC roots in late 2025 or in 2026. Microsoft is updating Windows and Linux builds to allow PQC integration. Mozilla identified preventing capture-and-decrypt attacks as an immediate priority.,Critical,RSA and ECC remain in use for the time being. The stated PQC priorities are key exchange first and authentication second.,The meeting discussed ML-KEM deployment and a planned transition to ML-DSA.,CA/Browser Forum — 2025-06-10 Minutes of the Forum Toronto F2F,https://cabforum.org/2025/06/10/2025-06-10-minutes-of-the-forum-toronto-f2f/,65,pki-workshop|tls-basics|hybrid-crypto|web-gateway-pqc|os-pqc,cabf,threats/IT-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (45184 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: page is TLS BR version index only; zero PQC/quantum content; 'actively discussing PQC' claim unverifiable from doc. | corrected via approved proposal claim-check-0924:IT-002#threat_description (codex cx-20260925T014854Z-58139aa0) 2026-09-25 | corrected via approved proposal claim-check-0924:IT-002#crypto_at_risk (codex cx-20260925T014854Z-58139aa0) 2026-09-25 | corrected via approved proposal claim-check-0924:IT-002#pqc_replacement (codex cx-20260925T014854Z-58139aa0) 2026-09-25 | corrected via approved proposal claim-check-0924:IT-002#criticality (codex cx-20260925T014854Z-58139aa0) 2026-09-25 | corrected via approved proposal revert-criticality-0924:IT-002 (user: criticality is the analyst's rating; was cx-20260925T014854Z-58139aa0) 2026-09-25,55,2026-07-16,it;software,active,,,,,,both,
IT Industry / Software,IT-003,"NIST FIPS 203/204/205 standardization milestone: First official PQC standards published August 2024. FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), FIPS 205 (SLH-DSA) provide the foundation for all PQC migration. CMVP validation of implementations is ongoing with first validated modules expected 2025-2026.",Critical,Current encryption and digital-signature systems are threatened by sufficiently capable quantum computers.,"FIPS 203 (ML-KEM-512/768/1024), FIPS 204 (ML-DSA-44/65/87), FIPS 205 (SLH-DSA)",NIST FIPS 203/204/205 Post-Quantum Cryptography Standards,https://www.nist.gov/news-events/news/2024/08/nist-releases-first-3-finalized-post-quantum-encryption-standards,90,pqc-101|compliance-strategy|migration-program,nist-csrc,threats/IT-003.html,no,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims. | 2026-09-08: codex-assisted replacement search + human review (18-row batch) found the cached evidence was a different document than the row cites; recapture_apply.py fetched the verified replacement, archived the old capture first (never destroyed), and both gates (artefact + identity) confirmed it before this CSV was touched. | corrected via approved proposal claim-check-0924:IT-003#crypto_at_risk (codex cx-20260925T014854Z-58139aa0) 2026-09-25 | corrected via approved proposal claim-check-0924:IT-003#peer_reviewed (codex cx-20260925T014854Z-58139aa0) 2026-09-25",85,2026-09-08,it;software,active,,,FIPS-203;FIPS-204;FIPS-205,,,both,
IT Industry / Software,IT-004,"SLSA v1.0 Level 3 mandates isolated build environments and platform-generated provenance without requiring HSM-backed keys. Since Sigstore/Cosign primarily utilizes keyless signing with ephemeral ECDSA keys bound to OIDC tokens, the persistent quantum-vulnerable surface lies in the long-term Fulcio CA root and Rekor transparency log signing keys rather than in individual artifact signatures.",Critical,"Fulcio CA long-term ECDSA root, Rekor transparency log signing, ephemeral ECDSA signing certificates, container image attestations","ML-DSA code signing, SLH-DSA for long-term artifacts, SLSA PQC integration",SLSA Supply Chain Security Framework (OpenSSF),https://slsa.dev/spec/v1.0/levels,65,code-signing|vendor-risk|platform-eng-pqc,openssf,threats/IT-004.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (SLSA v1.0 levels spec — the substantive doc, not the OpenSSF landing.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (25727 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Sigstore/Fulcio/Rekor/ECDSA claims not in doc; no quantum or PQC content. | corrected via approved proposal claim-check-0924:IT-004#status (codex cx-20260925T014854Z-58139aa0) 2026-09-25",55,2026-07-16,it;software,draft,,,,,,hnfl,
IT Industry / Software,IT-005,"Authentication infrastructure quantum vulnerability: Enterprise authentication systems including X.509 digital certificates, SAML assertions, OAuth/OIDC tokens, and FIDO2 attestation rely on quantum-vulnerable PKI. FIDO Alliance has published a PQC roadmap for WebAuthn migration. Migration to PQC-compatible credential systems requires coordinated ecosystem updates.",High,"X.509 certificates, SAML assertions, OAuth/OIDC tokens, FIDO2 attestation keys","Hybrid certificate chains, ML-DSA certificates, PQC-enabled FIDO2 per FIDO Alliance roadmap",FIDO Alliance PQC Roadmap,https://fidoalliance.org/passkeys-faq/,75,pki-workshop|api-security-jwt|iam-pqc,fido-alliance,,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (FIDO Alliance PQC migration whitepaper PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: FIDO Alliance passkeys FAQ delivers 232 KB content to real browsers (curl HEAD returns 403; full GET works via Playwright UA + JS render).,60,,it;software,deprecated,2026-05-21,Snapshot failed at https://fidoalliance.org/passkeys-faq/,,,,,
Legal / Notary / eSignature,LEG-001,"The eIDAS Regulation establishes the legal framework for Qualified Electronic Signatures, while specific algorithm requirements are defined in ETSI TS 119 312. QES utilizing long-term validation profiles with periodic re-timestamping are engineered to remain valid as underlying algorithms deprecate. Consequently, only signatures lacking this long-term augmentation face repudiation risk when current cryptographic standards are compromised.",Critical,"RSA-2048/4096, ECDSA P-256/P-384, SHA-256 in AdES formats (XAdES, PAdES, CAdES)","ML-DSA-65/87, SLH-DSA for long-term archival signatures, XMSS",eIDAS Regulation EU 910/2014 + ETSI TS 119 312,https://www.etsi.org/deliver/etsi_ts/119300_119399/119312/01.04.03_60/ts_119312v010403p.pdf,90,email-signing|stateful-signatures|pki-workshop|data-asset-sensitivity,ec,threats/LEG-001.pdf,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; source_url replaced (eIDAS regulation does not name algorithms. ETSI TS 119 312 (Cryptographic Suites) does — re-source.). Salvage 2026-05-21: deep-link substituted (ETSI TS 119 312 v1.4.3 actual PDF — names the algorithms eIDAS references.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (170568 bytes). [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims. | corrected via approved proposal q:threats:no-quantum-source-leg-001#status 2026-09-25,85,2026-07-16,legal;notary;esignature,draft,,,,,,hnfl,
Legal / Notary / eSignature,LEG-002,"The EU eIDAS 2.0 regulation mandates European Digital Identity Wallets, with cryptographic specifications defined in the Architecture Reference Framework and implementing acts rather than the regulation text. As ETSI TS 119 312 undergoes revision to address post-quantum algorithm suitability, organizations must monitor these developing standards to ensure their identity infrastructure remains secure against future quantum threats.",High,"ECDSA P-256, RSA-2048, ECDH in wallet authentication, X.509 certificates","ML-DSA-65/87, ML-KEM-768/1024, hybrid signature schemes",EU Regulation 2024/1183 (eIDAS 2.0),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1183,65,digital-id|pki-workshop|iam-pqc,ec,threats/LEG-002.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: regulation text contains no PQC/quantum or ETSI TS 119 312 content; crypto_at_risk algorithm specifics go beyond doc. | corrected via approved proposal q:threats:no-quantum-source-leg-002#status 2026-09-25,55,2026-07-16,legal;notary;esignature,draft,,,,,,both,
Legal / Notary / eSignature,LEG-003,Qualified timestamp quantum forgery risk: ETSI EN 319 422 governs qualified time-stamp authorities under the eIDAS framework using RFC 3161 time-stamp protocol. Timestamps cryptographically prove document existence at specific moments for legal evidence and IP filings. Quantum-capable adversaries could forge timestamps to backdate contracts or fabricate audit trails.,High,"RSA-2048/4096, ECDSA P-256/P-384 in RFC 3161 timestamp tokens, SHA-256","ML-DSA-65/87, SLH-DSA for long-term timestamp integrity",ETSI EN 319 422 Qualified Timestamp Policy,https://www.etsi.org/deliver/etsi_en/319400_319499/319422/01.01.01_60/en_319422v010101p.pdf,65,pki-workshop|stateful-signatures|email-signing,etsi-cyber,threats/LEG-003.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Quantum forgery threat not in 2016 standard; RSA-2048/4096, ECDSA P-256/P-384 not named; algorithms deferred to ETSI TS 119 312. | corrected via approved proposal claim-check-0924:LEG-003#status (codex cx-20260925T014854Z-58139aa0) 2026-09-25",55,2026-07-16,legal;notary;esignature,draft,,,RFC-3161,,,hnfl,
