role_id,variant_id,slot,slot_index,content,status,deprecated_at,deprecated_reason,last_reviewed,notes
ops,capacity,grid_card_body,1,Refresh-Cycle Alignment maps PQC migration tasks onto infrastructure refresh cycles you have already funded.,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,capacity,grid_card_title,2,Sizing that lands in a plan,active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
ops,capacity,grid_card_body,2,"A capacity number only matters once it has a date attached, which is what the refresh-cycle alignment adds. Mitigation gateways carry mandatory sunset dates per CSWP.39 §4.6.",active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
ops,capacity,track_title,,"Then, the background: {essentials_vs_full:ops}.",active,,,2026-08-02,
ops,capacity,track_chip,0,PQC 101,active,,,2026-08-02,
ops,capacity,track_chip,1,Ops quantum impact,active,,,2026-08-02,
ops,capacity,track_chip,2,TLS basics,active,,,2026-08-02,
ops,capacity,track_chip,3,VPN/SSH,active,,,2026-08-02,
ops,capacity,track_chip,4,PKI workshop,active,,,2026-08-02,
ops,capacity,track_chip,5,Crypto agility,active,,,2026-08-02,
ops,capacity,track_chip,6,Migration program,active,,,2026-08-02,
ops,capacity,track_chip,7,KMS,active,,,2026-08-02,
ops,capacity,track_chip,8,HSM,active,,,2026-08-02,
ops,capacity,capstone_chip_label,,Cutover-Ready,active,,,2026-08-07,
executive,mandate,hero_eyebrow,,Illustrative — this user's inputs,active,,,2026-08-02,
executive,mandate,hero_badge_text,,Default: Americas · Finance & Banking — scenario shown: EU,active,,,2026-08-02,
executive,mandate,hero_badge_tone,,illustrative,active,,,2026-08-02,
executive,mandate,headline,,Answer the board in eleven minutes.,active,,,2026-08-02,
executive,mandate,sub,,"Eight questions about your estate. You get a defensible risk position, the regulatory dates that already bind you under NIS2 and DORA, and a board pack you can present on Thursday.",active,,,2026-08-02,
executive,mandate,cta_primary_label,,"Start — 8 questions, about 6 minutes",active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
executive,mandate,cta_primary_href,,/assess,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
executive,mandate,cta_secondary_label,,Draft the program charter,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
executive,mandate,cta_secondary_href,,/business/tools/program-charter,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
executive,mandate,proof_chip,0,Verified in your browser against NIST ACVP vectors,active,,,2026-08-02,
executive,mandate,proof_chip,1,"{library_active_count} sources, trust-tiered",active,,,2026-08-02,
executive,mandate,proof_chip,2,{regulatory_verified_phrase},active,,,2026-08-02,
executive,mandate,proof_chip,3,How we verify,active,,,2026-08-02,
executive,mandate,side_card_title,,Your exposure window,active,,,2026-08-02,
executive,mandate,side_card_tone,,bad,active,,,2026-08-02,
executive,mandate,side_card_provenance,,illustrative,active,,,2026-08-02,
executive,mandate,side_card_row_label,0,Data must stay secret,active,,,2026-08-02,
executive,mandate,side_card_row_value,0,{exec_secrecy_row},active,,,2026-08-02,"Derived from EXEC_EXPOSURE.secrecyYears — was a literal until 2026-08-02, sitting above a punchline that had drifted out of agreement with it."
executive,mandate,side_card_row_label,1,Your migration takes,active,,,2026-08-02,
executive,mandate,side_card_row_value,1,{exec_migration_row},active,,,2026-08-02,Derived from EXEC_EXPOSURE.migrationYears.
executive,mandate,side_card_row_label,2,Cryptanalytic quantum computer,active,,,2026-08-02,
executive,mandate,side_card_row_value,2,{exec_crqc_estimate_row},active,,,2026-08-02,"Derived from getCrqcConsensus() — the same single source every Q-Day figure on the Threats page uses. The old literal 2032 ±4 disagreed with it (consensus is 2033, window 2030-2036)."
executive,mandate,side_card_punchline,,{exec_mosca_punchline},active,,,2026-08-02,"Computed from this card's own three rows so the conclusion cannot drift from its premises. Corrected twice on 2026-08-02: first from the literal ""You are four years short."", then again when the replacement computed z-y (2028) instead of Mosca's z-x-y (2016) — dropping x meant it read as a future deadline while the app's other implementation of the same formula (SectorExposureHero) gave a year 12 earlier."
executive,mandate,side_card_footnote,,{exec_mosca_footnote},active,,,2026-08-02,Derived — the old literal claimed a median across 4 expert surveys with an interquartile band; the real derivation is 6 tracked sources reduced by getCrqcConsensus().
executive,mandate,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
executive,mandate,grid_sub,,"Your own answers, not a sample estate",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
executive,mandate,grid_card_title,0,"Eight questions, one risk position",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
executive,mandate,grid_card_body,0,"The assessment turns 8 answers about your estate into a defensible risk position, with the regulatory dates that already bind you attached to it.",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
executive,mandate,grid_card_title,1,A drafted mandate,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
executive,mandate,grid_card_body,1,"The Program Charter tool drafts the Phase 0 mandate — sponsor sign-off, steering committee, the QRPM appointment and the governance model.",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
executive,mandate,grid_card_title,2,Why the mandate comes first,active,,,2026-08-02,"Item 2 is this board's business tool, so item 3 carries the reasoning rather than repeating it. Executive boards cite no playground workshop by design."
executive,mandate,grid_card_body,2,"Phase 0 exists because a programme without a named sponsor and a standing committee stalls at the first budget review, whatever the inventory says.",active,,,2026-08-02,"Item 2 is this board's business tool, so item 3 carries the reasoning rather than repeating it. Executive boards cite no playground workshop by design."
executive,mandate,track_title,,"Then, if you want the background: {essentials_vs_full:executive}.",active,,,2026-08-02,
executive,mandate,track_note,,"{Essentials_count:executive} essentials against the full {recommended_path_no_quiz_count:executive}-module, {estimated_minutes:executive}-minute path. The path already inserts real actions like {milestones_checkpoints:executive} right where they're relevant.",active,,,2026-08-02,
executive,mandate,track_chip,0,PQC 101,active,,,2026-08-02,
executive,mandate,track_chip,1,Quantum impact,active,,,2026-08-02,
executive,mandate,track_chip,2,Quantum threats,active,,,2026-08-02,
executive,mandate,track_chip,3,Risk management,active,,,2026-08-02,
executive,mandate,track_chip,4,Business case,active,,,2026-08-02,
executive,mandate,track_chip,5,Governance,active,,,2026-08-02,
executive,mandate,track_chip,6,Compliance strategy,active,,,2026-08-02,
executive,mandate,capstone_chip_label,,Board-Ready,active,,,2026-08-02,
developer,pilot,hero_eyebrow,,Developer · Node + Go services · TLS termination at the edge,active,,,2026-08-02,
developer,pilot,hero_badge_text,,Americas · Technology,active,,,2026-08-02,
developer,pilot,hero_badge_tone,,sourced,active,,,2026-08-02,
developer,pilot,headline,,Five minutes to a real ML-KEM handshake.,active,,,2026-08-02,
developer,pilot,sub,,"Not a diagram. ML-KEM and X25519 combined through a real HKDF pipeline in this tab, every intermediate value inspectable. Then we tell you what to change in your stack.",active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,cta_primary_label,,Run ML-KEM + X25519 now,active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,cta_primary_href,,/playground/hybrid-encrypt,active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,cta_secondary_label,,Grade your crypto agility,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
developer,pilot,cta_secondary_href,,/business/tools/crypto-api-refactor-audit,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
developer,pilot,proof_chip,0,Real liboqs + SoftHSMv3 in your browser,active,,,2026-08-02,
developer,pilot,proof_chip,1,Verified against NIST ACVP vectors,active,,,2026-08-02,
developer,pilot,proof_chip,2,"No signup, no key required",active,,,2026-08-02,
developer,pilot,side_card_title,,What this breaks in your code,active,,,2026-08-02,
developer,pilot,side_card_tone,,warn,active,,,2026-08-02,
developer,pilot,side_card_provenance,,sourced,active,,,2026-08-02,
developer,pilot,side_card_row_label,0,ML-DSA-65 public key,active,,,2026-08-02,
developer,pilot,side_card_row_value,0,{ml_dsa_65_public_key_row},active,,,2026-08-02,
developer,pilot,side_card_row_label,1,ML-DSA-65 signature,active,,,2026-08-02,
developer,pilot,side_card_row_value,1,{ml_dsa_65_signature_row},active,,,2026-08-02,
developer,pilot,side_card_row_label,2,Your VARCHAR(256) key column,active,,,2026-08-02,
developer,pilot,side_card_row_value,2,overflows,active,,,2026-08-02,
developer,pilot,side_card_punchline,,Your schema breaks before your crypto does.,active,,,2026-08-02,
developer,pilot,side_card_footnote,,"Real sizes, not illustrative — the second of the four anti-patterns the Crypto Agility module already teaches.",active,,,2026-08-02,
developer,pilot,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
developer,pilot,grid_sub,,A handshake you have actually run,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
developer,pilot,grid_card_title,0,A real hybrid KEM pipeline,active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,grid_card_body,0,"ML-KEM encapsulation combined with an X25519 ECDH share and run through HKDF — the exact construction a hybrid handshake negotiates, with each step's bytes shown.",active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,grid_card_title,1,A grade on your call sites,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
developer,pilot,grid_card_body,1,"The Crypto API Refactor Audit (CSWP.39 §4.1) grades how agile your current crypto call sites are, and what refactoring this pilot implies for them.",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
developer,pilot,grid_card_title,2,"The construction, not the diagram",active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,grid_card_body,2,This is the primitive underneath every hybrid key exchange you will ship. Getting it right here is what makes the protocol-level work uneventful.,active,,,2026-08-02,2026-08-02 priority ruling: curious takes the TLS simulator (the clearest 'watch it break' tool); developer keeps priority on developer-specific resources and moves to the hybrid KEM pipeline.
developer,pilot,track_title,,"Then, the background: {essentials_vs_full:developer}.",active,,,2026-08-02,
developer,pilot,track_chip,0,PQC 101,active,,,2026-08-02,
developer,pilot,track_chip,1,Dev quantum impact,active,,,2026-08-02,
developer,pilot,track_chip,2,PQC candidates,active,,,2026-08-02,
developer,pilot,track_chip,3,TLS basics,active,,,2026-08-02,
developer,pilot,track_chip,4,Hybrid crypto,active,,,2026-08-02,
developer,pilot,track_chip,5,Crypto agility,active,,,2026-08-02,
developer,pilot,track_chip,6,PKI workshop,active,,,2026-08-02,
developer,pilot,track_chip,7,Crypto dev APIs,active,,,2026-08-02,
developer,pilot,capstone_chip_label,,Pilot-Ready,active,,,2026-08-07,
architect,controlplane,hero_eyebrow,,Security architect · Multi-region PKI · 40k certificates,active,,,2026-08-02,
architect,controlplane,hero_badge_text,,"Global · Technology, Telecommunications",active,,,2026-08-02,
architect,controlplane,hero_badge_tone,,sourced,active,,,2026-08-02,
architect,controlplane,headline,,Change one policy line. Watch the estate rekey.,active,,,2026-08-02,
architect,controlplane,sub,,"A KMIP 3.0 control plane and a real PKCS#11 HSM, both in this tab. Create keys by business label, flip Classical → Hybrid → Full PQC, and watch the same request get allowed, denied, or auto-rekeyed.",active,,,2026-08-02,
architect,controlplane,cta_primary_label,,Open the KMIP control plane,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
architect,controlplane,cta_primary_href,,/playground/cacp,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
architect,controlplane,cta_secondary_label,,Choose your transition mode,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
architect,controlplane,cta_secondary_href,,/business/tools/hybrid-transition-planner,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
architect,controlplane,proof_chip,0,"Real ML-KEM / ML-DSA / SLH-DSA, no server",active,,,2026-08-02,
architect,controlplane,proof_chip,1,KMIP 3.0 conformance corpus replays live,active,,,2026-08-02,
architect,controlplane,proof_chip,2,All 66 KMIP operations documented,active,,,2026-08-02,
architect,controlplane,side_card_title,,"Why agility, not just algorithms",active,,,2026-08-02,
architect,controlplane,side_card_tone,,info,active,,,2026-08-02,
architect,controlplane,side_card_provenance,,illustrative,active,,,2026-08-02,
architect,controlplane,side_card_row_label,0,Algorithms you will migrate to,active,,,2026-08-02,
architect,controlplane,side_card_row_value,0,3,active,,,2026-08-02,
architect,controlplane,side_card_row_label,1,Times you will migrate again,active,,,2026-08-02,
architect,controlplane,side_card_row_value,1,≥ 2,active,,,2026-08-02,
architect,controlplane,side_card_row_label,2,Cost of the second migration,active,,,2026-08-02,
architect,controlplane,side_card_row_value,2,near zero,active,,,2026-08-02,
architect,controlplane,side_card_punchline,,Agility is the deliverable. PQC is the first test of it.,active,,,2026-08-02,
architect,controlplane,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,grid_sub,,A control plane you have driven,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,grid_card_title,0,A policy-driven KMIP control plane,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,grid_card_body,0,"KMIP 3.0 plus a SoftHSM Rust v3 HSM, both in WebAssembly. Load a crypto-agility policy and watch requests get allowed, denied or auto-rekeyed.",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,grid_card_title,1,"A transition decision, per asset class",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
architect,controlplane,grid_card_body,1,"The Hybrid Transition Planner (CSWP.39 §3.2.4) walks the decision tree between traditional+PQC, PQC+PQC and pure PQC.",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
architect,controlplane,grid_card_title,2,"Agility as a control, not a slogan",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,grid_card_body,2,"The control plane is the workshop this board rests on: the policy line you change is a real one, and the estate rekeys against it.",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,controlplane,track_title,,"Then, the background: {essentials_vs_full:architect}.",active,,,2026-08-02,
architect,controlplane,track_chip,0,PQC 101,active,,,2026-08-02,
architect,controlplane,track_chip,1,Arch quantum impact,active,,,2026-08-02,
architect,controlplane,track_chip,2,PQC candidates,active,,,2026-08-02,
architect,controlplane,track_chip,3,Crypto agility,active,,,2026-08-02,
architect,controlplane,track_chip,4,Crypto mgmt modernization,active,,,2026-08-02,
architect,controlplane,track_chip,5,Hybrid crypto,active,,,2026-08-02,
architect,controlplane,track_chip,6,KMS,active,,,2026-08-02,
architect,controlplane,track_chip,7,HSM,active,,,2026-08-02,
architect,controlplane,track_chip,8,PKI workshop,active,,,2026-08-02,
architect,controlplane,capstone_chip_label,,Agility-Ready,active,,,2026-08-07,
researcher,provenance,hero_eyebrow,,Researcher · unfiltered corpus · strict chronological · no gating,active,,,2026-08-02,
researcher,provenance,hero_badge_text,,All regions · unfiltered,active,,,2026-08-02,
researcher,provenance,hero_badge_tone,,illustrative,active,,,2026-08-02,
researcher,provenance,headline,,Check our work.,active,,,2026-08-02,
researcher,provenance,sub,,"Every claim on this site carries a source tier, a verification date, and where one exists, the strongest published argument against it. Run the known-answer tests yourself in this tab.",active,,,2026-08-02,
researcher,provenance,cta_primary_label,,Open the evidence workspace,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,cta_primary_href,,/library,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,cta_secondary_label,,Read the revision log,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,cta_secondary_href,,/revisions,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,proof_chip,0,"ACVP + KAT run locally, not asserted",active,,,2026-08-02,
researcher,provenance,proof_chip,1,Authoritative / High / Moderate / Low source tiers,active,,,2026-08-02,
researcher,provenance,proof_chip,2,Counter-claims dataset · CVE snapshots,active,,,2026-08-02,
researcher,provenance,proof_chip,3,Drift guards fail the build on silent data change,active,,,2026-08-02,
researcher,provenance,side_card_title,,Changed in your fields,active,,,2026-08-02,"ResearcherFieldWatchCard renders the ROWS live from the library corpus, but takes this title and the punchline/footnote/empty-state below from here. Was 'Changed in your fields since your last visit' until 2026-08-02: the card compared document publication dates against browsing time, so every field read 0 forever."
researcher,provenance,side_card_tone,,info,active,,,2026-08-02,
researcher,provenance,side_card_provenance,,illustrative,active,,,2026-08-02,
researcher,provenance,side_card_punchline,,Nothing in the fields you follow was retracted.,active,,,2026-08-02,"Shown when the retracted count is zero. Was 'Nothing you cited has been retracted.' until 2026-08-02 — the app has no per-user citation list, a gap the card's own footnote admitted in fine print while the headline asserted it anyway."
researcher,provenance,side_card_footnote,,Counts documents in the fields you follow that were updated or retracted in the 90 days before this release of the library.,active,,,2026-08-02,"Was developer methodology prose hardcoded in the component ('...not a per-user citation list (this app doesn't have one)') — invisible to CSV review, same defect class as the researcher track_note reworded below."
researcher,provenance,side_card_empty_state,,Pick a few fields to see what has moved in them lately.,active,,,2026-08-02,Shown before any field is followed.
researcher,provenance,grid_title,,What the workspace gives you,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
researcher,provenance,grid_sub,,Every claim traceable to its source,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
researcher,provenance,grid_card_title,0,"The corpus, unfiltered",active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,grid_card_body,0,"Source tier, verification date and the counter-claim where one is on file. Nothing is filtered out for this role — the corpus arrives whole.",active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,grid_card_title,1,The correction history,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,grid_card_body,1,"Every logged correction to the compliance, vendor and migration data, with who reviewed it — the audit trail behind the catalogues.",active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,provenance,grid_card_title,2,Provenance you can re-check,active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
researcher,provenance,grid_card_body,2,"Both destinations are read-only records: the corpus with its tiers, and the log of every correction made to it. Nothing here asks you to trust a summary.",active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
researcher,provenance,track_title,,"Learning path: available, never pushed.",active,,,2026-08-02,
researcher,provenance,track_note,,"This is a reference shelf, not a curriculum — browse at your own pace, nothing here is sequenced for you.",active,,,2026-08-02,"Reworded 2026-08-02: was 'For this persona it is a reference shelf, not a curriculum, and the UI should say so' — instruction TO A DEVELOPER about what the UI should do, shipped as visitor-facing copy."
researcher,provenance,track_chip,0,PQC 101,active,,,2026-08-02,
researcher,provenance,track_chip,1,Research quantum impact,active,,,2026-08-02,
researcher,provenance,track_chip,2,PQC candidates,active,,,2026-08-02,
researcher,provenance,track_chip,3,Entropy & randomness,active,,,2026-08-02,
researcher,provenance,track_chip,4,Hybrid crypto,active,,,2026-08-02,
researcher,provenance,track_chip,5,Crypto agility,active,,,2026-08-02,
researcher,provenance,track_chip,6,Standards bodies,active,,,2026-08-02,
researcher,provenance,track_chip,7,TLS basics,active,,,2026-08-02,
researcher,provenance,track_chip,8,PKI workshop,active,,,2026-08-02,
curious,break,hero_eyebrow,,No background needed · about 6 minutes · nothing to install,active,,,2026-08-02,
