Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,status,deprecated_at,deprecated_reason,related_standards,library_refs,entity_type,is_sim_deadline,sim_milestone,mandate_type,event_id,last_verified,binding_force,source_class,trusted_source_linked_at
Global,INT,Microsoft,Microsoft Corporation,,Milestone,Policy,2029,2029,Early Quantum-Safe Adoption,Microsoft begins early adoption of quantum-safe capabilities across products and services with quantum-safe systems gradually becoming default.,https://www.microsoft.com/en-us/security/blog/2025/08/20/quantum-safe-security-progress-towards-next-generation-cryptography/,2025-08-20,Validated,microsoft,timeline/Global_Microsoft_Quantum_Safe_Program_Launch.html,yes,Microsoft,url_authoritative,registered,"2026-06-06: url_authoritative — Microsoft's own quantum-safe roadmap blog (microsoft.com/security/blog), the authoritative source for Microsoft's own transition phases; cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:vendor (Microsoft's early-adoption date is a vendor product roadmap target, not a government or standards-body milestone.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,global-microsoft-early-quantum-safe-adoption,2026-08-11,,primary,
Global,INT,Microsoft,Microsoft Corporation,,Milestone,Migration,2033,2033,Microsoft Full PQC Transition,Microsoft completes full transition to quantum-ready cryptographic standards across all products and services. Two years ahead of 2035 government deadlines.,https://www.microsoft.com/en-us/security/blog/2025/08/20/quantum-safe-security-progress-towards-next-generation-cryptography/,2025-08-20,Validated,microsoft,timeline/Global_Microsoft_Quantum_Safe_Program_Launch.html,no,Microsoft,url_authoritative,registered,"2026-06-06: url_authoritative — Microsoft's own quantum-safe roadmap blog (microsoft.com/security/blog), the authoritative source for Microsoft's own transition phases; cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). [remediation 2026-07-16] moved Deadline->Migration (2.2): this is a vendor's own completion commitment, not a government mandate -- HARD/SOFT labels are reserved for government mandate rows per the mandate-label semantics documented in SCHEMA.md (2.3). Row kept, not deprecated.",deprecated,2026-09-25,"out-of-scope:vendor (Microsoft's 2033 completion goal is a vendor product/service roadmap target, not a government or standards-body milestone.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,global-microsoft-microsoft-full-pqc-transition,2026-08-11,,primary,
Global,INT,PQShield,PQShield Ltd,,Milestone,POC,2025,2025,UltraPQ-Suite Launched,PQShield launches UltraPQ-Suite collection of specialized PQC implementations including PQPlatform-TrustSys quantum-safe Root of Trust for ASIC/FPGA CNSA 2.0 compliance.,https://pqshield.com/pqshield-launches-ultrapq-suite-for-deeply-specialized-implementations-of-post-quantum-cryptography/,2025-04-24,Validated,pqshield,timeline/Global_PQShield_UltraPQ-Suite_Launched.html,no,PQShield,url_authoritative,registered,"2026-06-06: url_authoritative — originating org's own domain (pqshield.com), page verified live with PQC keywords + cached as evidence. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:vendor (A vendor product-suite launch announcement, not a government, regulator or standards-body PQC milestone.) — timeline scope decision T2; archived, evidence kept",CNSA-2.0,,vendor,,,,global-pqshield-ultrapq-suite-launched,2026-08-11,,primary,
Global,INT,PQShield,PQShield Ltd,,Milestone,Research,2025,2025,100th Research Paper Milestone,PQShield releases 100th research paper achieving 24 top-tier conference papers in 2025 including Distinguished Paper Award at CCS.,https://pqshield.com/pqshield-hits-100-research-papers-pushing-post-quantum-cryptography-from-theory-to-reality/,2025-10-24,Validated,pqshield,timeline/Global_PQShield_100th_Research_Paper_Milestone.html,partial,PQShield,url_authoritative,registered,"2026-06-06: url_authoritative — originating org's own domain (pqshield.com), page verified live with PQC keywords + cached as evidence. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:vendor (A vendor's research-publication count is a company milestone, not a government or standards-body PQC milestone.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,global-pqshield-100th-research-paper-milestone,2026-08-11,,primary,
Global,INT,PQShield,PQShield Ltd,,Milestone,Guidance,2025,2025,Carahsoft Government Partnership,PQShield partners with Carahsoft to make PQC solutions accessible to US government agencies.,https://pqshield.com/pqshield-and-carahsoft-partner-to-make-powerful-post-quantum-cryptography-solutions-available-to-government-agencies/,2025-10-30,Validated,pqshield,timeline/Global_PQShield_Carahsoft_Government_Partnership.html,yes,PQShield,url_authoritative,registered,"2026-06-06: url_authoritative — originating org's own domain (pqshield.com), page verified live with PQC keywords + cached as evidence. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:vendor (A vendor distribution partnership is out of scope for the government/standards milestone timeline.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,global-pqshield-carahsoft-government-partnership,2026-08-11,,primary,
Global,INT,PQShield,PQShield Ltd,,Milestone,Research,2026,2026,Post-Quantum VPN Research Initiated,PQShield initiates new research into Post-Quantum VPNs and expands formal verification efforts for real-world FHE operations.,https://pqshield.com/2025-a-landmark-year-for-pqc-research-at-pqshield/,2026-01-08,Validated,pqshield,timeline/Global_PQShield_Post-Quantum_VPN_Research_Initiated.html,partial,PQShield,url_authoritative,registered,2026-06-07: SourceUrl upgraded from pqshield.com to pqshield.com authoritative primary (web-researched); verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-09-25,"out-of-scope:vendor (A vendor's internal research activity is out of scope for the government/standards milestone timeline.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,global-pqshield-post-quantum-vpn-research-initiated,2026-08-11,,primary,
United States,US,SandboxAQ,SandboxAQ Inc,,Milestone,POC,2025,2025,AQtive Guard Pentagon 5-Year Agreement,SandboxAQ secures five-year agreement with Department of War (DoW) CIO to deploy AQtive Guard cybersecurity platform across Pentagon systems for automated cryptographic discovery inventory and managed PQC transition. Paves way for other DoD agencies.,https://www.sandboxaq.com/press/sandboxaq-and-dow-cio-partner-to-strengthen-us-defenses-against-quantum-and-ai-driven-cyber-threats,2025-12-10,Validated,sandboxaq,timeline/United_States_SandboxAQ_AQtive_Guard_Pentagon_5-Year_Agreement.html,no,SandboxAQ,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'SandboxAQ &amp; DoW CIO Partner to Strengthen US Cyber Defense | SandboxAQ' vs catalog title 'AQtive Guard Pentagon 5-Year Agreement' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",,,vendor,,,,united-states-sandboxaq-aqtive-guard-pentagon-5-year-agreement,,,primary,
United States,US,SandboxAQ,SandboxAQ Inc,,Milestone,Regulation,2025,2025,AQtive Guard FedRAMP Ready,SandboxAQ achieves FedRAMP Ready status for AQtive Guard platform providing standardized path for federal agencies to evaluate automated cryptographic discovery.,https://www.sandboxaq.com/press/sandboxaq-achieves-fedramp-ready-status-powering-enterprise-readiness-across-the-defense-and-public-sector,2025-12-04,Validated,sandboxaq,timeline/United_States_SandboxAQ_AQtive_Guard_FedRAMP_Ready.html,yes,SandboxAQ,url_authoritative,registered,"2026-06-06: url_authoritative — originating org's own domain (www.sandboxaq.com), page verified live with PQC keywords + cached as evidence. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:vendor (A vendor's product authorization press release, not a government or standards-body PQC milestone.) — timeline scope decision T2; archived, evidence kept",FedRAMP,,vendor,,,,united-states-sandboxaq-aqtive-guard-fedramp-ready,2026-08-11,,primary,
United States,US,SandboxAQ/MITRE/LF,SandboxAQ MITRE and Linux Foundation PQCA,,Milestone,Guidance,2025,2025,RWPQC 2025 Conference,SandboxAQ MITRE and Linux Foundation PQCA co-host Real World Post Quantum Cryptography (RWPQC) 2025 conference.,https://www.sandboxaq.com/press/rwpqc-2025-brings-together-industry-leaders-to-advance-cybersecurity-and-quantum-innovation,2025-03-01,Validated,sandboxaq,timeline/United_States_SandboxAQ_MITRE_LF_RWPQC_2025_Conference.html,yes,SandboxAQ/MITRE/LF,url_authoritative,registered,"2026-06-06: url_authoritative — originating org's own domain (www.sandboxaq.com), page verified live with PQC keywords + cached as evidence. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-09-25,"out-of-scope:other (A conference announcement by a vendor, a nonprofit and an open-source alliance, not a PQC government or standards milestone.) — timeline scope decision T2; archived, evidence kept",,,standards,,,,united-states-sandboxaq-mitre-lf-rwpqc-2025-conference,2026-08-11,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2022,2022,Initial PQC Planning Guide,ASD publishes initial Planning for Post-Quantum Cryptography guidance.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2022-07-01,Validated,acsc,,yes,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-initial-pqc-planning-guide,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2024,2024,ISM December 2024 Update,"ASD updates ISM with specific PQC requirements (ISM-1917) including ML-DSA-87, ML-KEM-1024, SHA-384/512, AES-256 by 2030.",https://www.cyber.gov.au/sites/default/files/2025-07/22.%20ISM%20-%20Guidelines%20for%20cryptography%20(June%202025).pdf,2024-12,Validated,acsc,timeline/Australia_ASD_ISM_December_2024_Update.pdf,yes,ASD,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-09-01: confirmed month-only precision -- source's own cover page states only ""Last updated: December 2024""; no day given anywhere in the 17-page document.",active,,,FIPS 203;FIPS 204,,government,,,HARD,australia-asd-ism-december-2024-update,2026-08-11,mandatory_for_scope,primary,
Australia,AU,ASD,Australian Signals Directorate,,Phase,Discovery,2024,2026,Migration Planning Phase,"Organizations develop refined PQC transition plan accounting for security goals, risk tolerances, and data value.",https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,acsc,,no,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-migration-planning-phase,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,PQC Planning Guide Updated,ASD publishes updated Planning for PQC guidance with LATICE framework and detailed milestones.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,acsc,,yes,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-pqc-planning-guide-updated,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Phase,Migration,2026,2028,Critical Systems Migration Start,Implementation of PQC algorithms begins with most critical and sensitive systems.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,acsc,,no,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-critical-systems-migration-start,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Phase,Migration,2028,2030,ASD Full Migration Phase,Complete transition to ASD-approved PQC algorithms across all systems.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,acsc,,no,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-asd-full-migration-phase,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Deadline,2030,2030,Traditional Crypto Prohibited,"Cease use of traditional asymmetric cryptography (RSA, ECDSA, ECDH). Full transition to PQC. 5 years ahead of US/UK.",https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,acsc,,no,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-05-22,no downloadable proof — source URL bot-blocked or unreachable; see public/timeline/skip-list.json for per-URL audit trail,,,government,,,,australia-asd-traditional-crypto-prohibited,,,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,ISM June 2025 Cryptography Guidelines Update,"ASD releases the June 2025 revision of the ISM Guidelines for Cryptography, updating controls including ISM-1917 (development and procurement of new cryptographic equipment and applications ensures support for ML-DSA-87, ML-KEM-1024, SHA-384, SHA-512 and AES-256 by no later than 2030) and restating that DH, ECDH, ECDSA and RSA will not be approved beyond 2030.",https://www.cyber.gov.au/sites/default/files/2025-07/22.%20ISM%20-%20Guidelines%20for%20cryptography%20(June%202025).pdf,2025-06,Validated,acsc,timeline/Australia_ASD_ISM_June_2025_Cryptography_Guidelines_Update.pdf,yes,ASD,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-09-01: confirmed month-only precision -- source's own cover page states only ""Last updated: June 2025""; no day given anywhere in the document.",active,,,,,government,,,HARD,australia-asd-ism-june-2025-cryptography-guidelines-update,2026-08-11,mandatory_for_scope,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,ACSC Annual Cyber Threat Report 2024–25 — Prepare for PQC as one of 4 'Big Moves',"ASD's ACSC Annual Cyber Threat Report 2024–25 recommends businesses and network owners focus on 4 'big moves', one of which is to prepare for post-quantum cryptography, warning that a cryptographically relevant quantum computer is on the horizon and that effective transition plans will be critical to operating in 2030 and beyond, so planning must start now.",https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/annual-cyber-threat-report-2024-2025,2025-10-14,Validated,acsc,timeline/Australia_ASD_ACSC_Annual_Cyber_Threat_Report_2024_25_PQC_as_a_National_Priority.html,yes,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,government,,,,australia-asd-acsc-annual-cyber-threat-report-2024-25-pqc-as-a-national-priority,2026-09-25,informational,primary,
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,Commonwealth Cyber Security Posture in 2025,"ASD report to Parliament on cyber security measures implemented across Australian government entities for the 2024–25 financial year, drawn primarily from the annual ASD Cyber Security Survey for Commonwealth Entities. It recommends entities start preparing for post-quantum cryptography by locating and assessing algorithms that will need to transition, and encourages all organisations to be prepared by 2030 by moving to more secure forms of encryption.",https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/the-commonwealth-cyber-security-posture-in-2025,2026-02-12,Validated,acsc,timeline/Australia_ASD_Commonwealth_Cyber_Security_Posture_in_2025.html,yes,ASD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | corrected via approved proposal aq:related-standards-20260812-153056:australia-asd-commonwealth-cyber-security-posture-in-2025 2026-08-14,active,,,ISM-1917,,government,,,,australia-asd-commonwealth-cyber-security-posture-in-2025,2026-08-11,informational,primary,
International,INT,BIS,Bank for International Settlements,,Milestone,Guidance,2025,2025,Paper 158 Quantum Roadmap,"BIS publishes Paper No 158, ""Quantum-readiness for the financial system: a roadmap"" (July 2025), a framework to support the financial system in the transition to quantum-safe cryptographic infrastructures, emphasising the need to start the transition today with broad awareness and cryptographic inventory as critical foundations.",https://www.bis.org/publ/bppdf/bispap158.htm,2025-07,Validated,bis,timeline/International_BIS_Paper_158_Quantum_Roadmap.pdf,yes,BIS,url_authoritative,registered,"2026-06-06: source_url_quality upgraded to url_authoritative (bis.org official); local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: replaced thin landing-page HTML capture with the actual 31-page BIS Paper 158 PDF (fetched via bispap158.pdf); SourceUrl (bispap158.htm, BIS's stable citation permalink) left unchanged.",active,,,,,standards,,,,international-bis-paper-158-quantum-roadmap,2026-09-25,informational,primary,
Australia,AU,DISR,Department of Industry Science and Resources,,Milestone,Policy,2023,2023,National Quantum Strategy,"Australian government publishes National Quantum Strategy, committing to investment in quantum technology leadership including quantum-secure communications. Sets the policy foundation for Australia's quantum economy, research, and security ecosystem.",https://www.industry.gov.au/publications/national-quantum-strategy,2023-05-03,Validated,disr-australia,timeline/australia-disr-national-quantum-strategy.pdf,yes,DISR,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-09-25,"out-of-scope:government (A national quantum-technology industry and research strategy with no PQC migration milestone; PQC appears only in passing (an Army case stud) — timeline scope decision T2; archived, evidence kept",,,government,,,,australia-disr-national-quantum-strategy,2026-08-11,,primary,
