product_id,software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
aws-application-load-balancer-alb,AWS Application Load Balancer (ALB),ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-application-load-balancer-alb,AWS Application Load Balancer (ALB),ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-application-load-balancer-alb,AWS Application Load Balancer (ALB),ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-application-load-balancer-alb,AWS Application Load Balancer (ALB),FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-application-load-balancer-alb,AWS Application Load Balancer (ALB),FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-cloudhsm,AWS CloudHSM,ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-cloudhsm,AWS CloudHSM,ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-cloudhsm,AWS CloudHSM,ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-cloudhsm,AWS CloudHSM,FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-cloudhsm,AWS CloudHSM,FIPS 140-3,4884,"Amazon Web Services, Inc.",AWS Key Management Service HSM,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4884,no_pqc_cert_classical_only,url_authoritative,CMVP #4884: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-cloudhsm,AWS CloudHSM,FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-identity-and-access-management-iam,AWS Identity and Access Management (IAM),ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-identity-and-access-management-iam,AWS Identity and Access Management (IAM),ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-identity-and-access-management-iam,AWS Identity and Access Management (IAM),ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-identity-and-access-management-iam,AWS Identity and Access Management (IAM),FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-identity-and-access-management-iam,AWS Identity and Access Management (IAM),FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-kms,AWS KMS,ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-kms,AWS KMS,ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-kms,AWS KMS,ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-kms,AWS KMS,FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-kms,AWS KMS,FIPS 140-3,4884,"Amazon Web Services, Inc.",AWS Key Management Service HSM,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4884,no_pqc_cert_classical_only,url_authoritative,CMVP #4884: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-kms,AWS KMS,FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-kms-cloud-gateway,AWS KMS (Cloud Gateway),ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-kms-cloud-gateway,AWS KMS (Cloud Gateway),ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-kms-cloud-gateway,AWS KMS (Cloud Gateway),ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-kms-cloud-gateway,AWS KMS (Cloud Gateway),FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-kms-cloud-gateway,AWS KMS (Cloud Gateway),FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-s2n-tls,AWS s2n-tls,ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-s2n-tls,AWS s2n-tls,ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-s2n-tls,AWS s2n-tls,ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-s2n-tls,AWS s2n-tls,FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-s2n-tls,AWS s2n-tls,FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-lc,AWS-LC,ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
aws-lc,AWS-LC,ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
aws-lc,AWS-LC,ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
aws-lc,AWS-LC,FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
aws-lc,AWS-LC,FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
amazon-web-services-aws,Amazon Web Services (AWS),ACVP,A6295,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA),ML-KEM,,Active,2024-11-25,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18997,pqc_cert_present,url_authoritative,CMVP #A6295: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6295,2026-05-06
amazon-web-services-aws,Amazon Web Services (AWS),ACVP,A6880,"Amazon Web Services, Inc.",AWS Key Management Service Cryptographic Algorithm Library,ML-DSA,,Active,2025-05-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19616,pqc_cert_present,url_authoritative,CMVP #A6880: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6880,2026-05-06
amazon-web-services-aws,Amazon Web Services (AWS),ACVP,A7917,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (C_SHA3),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20709,pqc_cert_present,url_authoritative,CMVP #A7917: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7917,2026-05-06
amazon-web-services-aws,Amazon Web Services (AWS),FIPS 140-3,4490,"Amazon Web Services, Inc.",AWS OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4490,no_pqc_cert_classical_only,url_authoritative,CMVP #4490: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
amazon-web-services-aws,Amazon Web Services (AWS),FIPS 140-3,5146,"Amazon Web Services, Inc",AWS-LC Cryptographic Module (dynamic),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5146,no_pqc_cert_classical_only,url_authoritative,CMVP #5146: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
android-16,Android 16,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486,pqc_cert_present,url_authoritative,CMVP #A7700: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7700,2026-05-06
android-16,Android 16,FIPS 140-3,4726,"Google, LLC.",Android Kernel Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4726,no_pqc_cert_classical_only,url_authoritative,CMVP #4726: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
android-16,Android 16,FIPS 140-3,4799,"Google, LLC",Look-aside Cryptography and Compression Engine (LCE),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4799,no_pqc_cert_classical_only,url_authoritative,CMVP #4799: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
android-16,Android 16,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087,no_pqc_cert_classical_only,url_authoritative,CMVP #5087: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
android-16,Android 16,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104,no_pqc_cert_classical_only,url_authoritative,CMVP #5104: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
