ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,governance,2,all,"Designate NACSA as the national coordinator to monitor, coordinate, and enforce cryptographic security aspects.","Majlis Keselamatan Negara (MKN) dan Agensi Keselamatan Siber Negara (NACSA) akan terus memainkan peranan sebagai penyelaras nasional dalam memantau, menyelaras dan menguatkuasakan aspek keselamatan strategik berkaitan kriptografi.",Page 6,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,governance,2,all,Strengthen the governance structure of the cryptographic policy to ensure effective implementation.,Strategi 01 Pengukuhan struktur tadbir urus dasar berkenaan kriptografi,Page 27,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,governance,2,all,Strengthen legislation and guidelines related to cryptography to support policy enforcement.,Strategi 02 Pemantapan perundangan dan garis panduan berkenaan kriptografi,Page 27,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,assurance,2,software,Implement a national assessment and certification scheme for trusted cryptographic products.,Strategi 01 Pembangunan dan pelaksanaan skim penilaian dan pensijilan produk kriptografi,Page 27,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,assurance,2,software,Ensure cryptographic products undergo evaluation and recognition by the government before use.,PKTN telah melalui proses penilaian dan pengiktirafan oleh Kerajaan. Proses penilaian dan pengiktirafan ini memberi keyakinan bahawa PKTN dihasilkan pada tahap kawalan dan keselamatan yang tinggi.,Page 23,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Malaysia-NACSA-PQC-2025,Malaysia National Cryptography Policy and PQC Migration Plan 2025-2030,Compliance Frameworks,Compliance/Policy,governance,2,all,Mandate the use of Trusted National Cryptographic Products for handling Official Secret data.,Mandatori dalam urusan yang melibatkan data dan maklumat Rahsia Rasmi,Page 31,https://www.nacsa.gov.my/,high,qwen3.5:27b,2026-04-25,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
CC-2022-PART2,Common Criteria 2022 Part 2 — Security Functional Components (R1),Certification Schemes,Standard,governance,2,all,Define and manage policies for the selection and review of audit events to ensure comprehensive coverage of security activities.,"FAU_SEL.1 Selective audit, FAU_SAR.1 Audit review, FAU_SAR.2 Restricted audit review","Section 8.5, 8.6",https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART2R1.pdf,medium,qwen3.5:27b,2026-04-24,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
CC-2022-CEM,Common Evaluation Methodology (CEM) 2022 R1,Certification Schemes,Standard,lifecycle,3,all,Implement formal configuration management capabilities and flaw remediation procedures to manage changes and updates throughout the product lifecycle.,Class ALC: Life-cycle support... CM capabilities (ALC_CMC)... Flaw remediation (ALC_FLR)... Evaluation of sub-activity (ALC_CMC.1)... Evaluation of sub-activity (ALC_FLR.1),"Section 15.2, 15.7",https://www.commoncriteriaportal.org/files/ccfiles/CEM2022R1.pdf,high,qwen3.5:27b,2026-04-24,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
CC-2022-CEM,Common Evaluation Methodology (CEM) 2022 R1,Certification Schemes,Standard,lifecycle,3,all,"Define and document the life-cycle stages, delivery procedures, and development security measures to ensure consistent product evolution and secure distribution.",Life-cycle definition (ALC_LCD)... Delivery (ALC_DEL)... Development security (ALC_DVS)... Evaluation of sub-activity (ALC_LCD.1)... Evaluation of sub-activity (ALC_DEL.1)... Evaluation of sub-activity (ALC_DVS.1),"Section 15.5, 15.6, 15.7",https://www.commoncriteriaportal.org/files/ccfiles/CEM2022R1.pdf,high,qwen3.5:27b,2026-04-24,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
CC-2022-CEM,Common Evaluation Methodology (CEM) 2022 R1,Certification Schemes,Standard,observability,3,all,Execute functional and depth testing to verify expected behavior and detect deviations in the Target of Evaluation's security functions.,Class ATE: Tests... Functional tests (ATE_FUN)... Depth (ATE_DPT)... Evaluation of sub-activity (ATE_FUN.1)... Evaluation of sub-activity (ATE_DPT.1),"Section 16.4, 16.5",https://www.commoncriteriaportal.org/files/ccfiles/CEM2022R1.pdf,high,qwen3.5:27b,2026-04-24,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-EN-319-411,ETSI EN 319 411 — Requirements for Trust Service Providers Issuing Certificates,Compliance Frameworks,International Frameworks,governance,3,all,"Maintain a Certification Practice Statement (CPS) and Certificate Policy (CP) that define security requirements, roles, and operational procedures for certificate issuance and management.",The CPS shall describe the organizational and operational context of the CA... The CP shall identify the parties involved in the certificate lifecycle and the security requirements.,"Section 4.2, 4.3",https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-EN-319-411,ETSI EN 319 411 — Requirements for Trust Service Providers Issuing Certificates,Compliance Frameworks,International Frameworks,governance,3,certificates,"Define and document specific roles and responsibilities for PKI participants, including Certification Authorities, Subscribers, and Registration Authorities.","The CPS shall identify the PKI participants... and their roles and responsibilities... including the CA, RA, subscriber, and relying party.",Section 4.2.2,https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-EN-319-411,ETSI EN 319 411 — Requirements for Trust Service Providers Issuing Certificates,Compliance Frameworks,International Frameworks,lifecycle,3,certificates,"Implement documented procedures for certificate application processing, issuance, renewal, re-keying, modification, and revocation.","The CPS shall describe the procedures for certificate application, processing, issuance, acceptance, renewal, re-key, modification, and revocation.",Section 6.3,https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-EN-319-411,ETSI EN 319 411 — Requirements for Trust Service Providers Issuing Certificates,Compliance Frameworks,International Frameworks,observability,3,certificates,Provide certificate status services (CRL or OCSP) to allow relying parties to verify the validity and revocation status of certificates.,The CPS shall describe the certificate status services provided... including CRL and OCSP profiles... to allow verification of certificate status.,"Section 6.3.10, 6.8",https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-EN-319-411,ETSI EN 319 411 — Requirements for Trust Service Providers Issuing Certificates,Compliance Frameworks,International Frameworks,assurance,3,all,"Conduct compliance audits and assessments to verify adherence to the CPS and CP, including audit logging and records archival.",The CPS shall describe the compliance audit and other assessment procedures... Audit logging procedures... Records archival.,"Section 6.9, 6.4.4, 6.4.6",https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
QCCPA-2022,Quantum Computing Cybersecurity Preparedness Act (H.R.7535),Compliance Frameworks,Government & Policy,inventory,3,all,"Establish and maintain an inventory of each cryptographic system in use, as mandated by OMB rule or binding guidance.","the Director of OMB shall establish, by rule or binding guidance, a requirement for each executive agency to establish and maintain an inventory of each cryptographic system in use by the agency.",SEC. 4(a)(1),https://www.congress.gov/bill/117th-congress/house-bill/7535,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
QCCPA-2022,Quantum Computing Cybersecurity Preparedness Act (H.R.7535),Compliance Frameworks,Government & Policy,lifecycle,3,all,Designate and prioritize information technology for migration based on quantum decryption risk.,the Director of OMB shall issue guidance for agencies to— (A) designate information technology to be migrated to post-quantum cryptography; and (B) prioritize information technology designated under subparagraph (A)... for migration,SEC. 4(c)(2),https://www.congress.gov/bill/117th-congress/house-bill/7535,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
QCCPA-2022,Quantum Computing Cybersecurity Preparedness Act (H.R.7535),Compliance Frameworks,Government & Policy,observability,3,all,Submit annual reports on the progress of executive agencies in adopting post-quantum cryptography standards.,the Director of OMB shall submit to Congress... a report on the progress of executive agencies in adopting post-quantum cryptography standards.,SEC. 4(f),https://www.congress.gov/bill/117th-congress/house-bill/7535,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
NIST SP 800-88,Guidelines for Media Sanitization,Compliance Frameworks,Government & Policy,governance,2,all,"Define and assign specific roles and responsibilities for media sanitization, including Program Managers, CIOs, System Owners, and Security Officers.",Section 3 Roles and Responsibilities ... 3.1 Program Managers/Agency Heads ... 3.2 Chief Information Officer (CIO) ... 3.3 Information System Owner ... 3.6 System Security Manager/Officer,Section 3,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-88r1.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
NIST SP 800-88,Guidelines for Media Sanitization,Compliance Frameworks,Government & Policy,lifecycle,2,all,Verify the effectiveness of sanitization methods and the competencies of personnel performing sanitization tasks.,4.7 Verify Methods ... 4.7.1 Verification of Equipment ... 4.7.2 Verification of Personnel Competencies ... 4.7.3 Verification of Sanitization Results,Section 4.7,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-88r1.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
NIST SP 800-88,Guidelines for Media Sanitization,Compliance Frameworks,Government & Policy,lifecycle,2,all,"Control media throughout its lifecycle to prevent unauthorized access to residual data before, during, and after sanitization.",4.4 Control of Media ... tracking of storage media are critical aspects of ensuring that sensitive data is effectively protected by an organization against unauthorized disclosure.,Section 4.4,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-88r1.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
ETSI-TR-104-016,A Repeatable Framework for Quantum-Safe Migrations,Compliance Frameworks,International Frameworks,inventory,3,all,Generate comprehensive asset inventories as part of the repeatable migration framework to identify the crypto estate.,Step 2: Generate asset inventories ... The framework description ... Step 2: Generate asset inventories,Section 6.2 / Page 14,https://www.etsi.org/deliver/etsi_tr/104000_104099/104016/01.01.01_60/tr_104016v010101p.pdf,medium,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
FS-ISAC-PQC-Timeline-2026,The Timeline for Post Quantum Cryptographic Migration: A Position Paper on the Financial Sector's Global Transition,Compliance Frameworks,Policy,inventory,2,all,Maintain a cryptographic inventory to provide information on the firm's level of cryptographic agility.,institutions need to plan migration using a cryptographically agile approach... maintaining a cryptographic inventory that provides the firm with information on its level of agility.,The Need for Global Coordination,https://www.fsisac.com/hubfs/Knowledge/PQC/FS-ISAC-PQC-Timelines-White-Paper.pdf,medium,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
FS-ISAC-PQC-Timeline-2026,The Timeline for Post Quantum Cryptographic Migration: A Position Paper on the Financial Sector's Global Transition,Compliance Frameworks,Policy,governance,2,all,Develop an initial preparedness plan to address cybersecurity risks associated with quantum computing.,the Bank of Israel published a directive requiring banking corporations and licensed payment service providers to develop an initial preparedness plan.,Existing Recommendations and Timelines,https://www.fsisac.com/hubfs/Knowledge/PQC/FS-ISAC-PQC-Timelines-White-Paper.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
draft-ietf-tls-mlkem-07,ML-KEM Post-Quantum Key Agreement for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Enforce strict limits on ML-KEM keypair reuse counts as defined in FIPS 203 to maintain security bounds.,implementations that do reuse MUST ensure that the number of reuses abides by bounds in [FIPS203] or subsequent security analyses of ML-KEM.,Section 5.3,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
GSMA PQ.03 PQC Guidelines,Post-Quantum Cryptography Guidelines for Telecom Use Cases,Technical Standards,Protocols,lifecycle,2,software,Evaluate legacy system impacts and dependencies to manage the retirement or remediation of cryptographic assets that cannot support PQC.,5.2.8 Legacy Impact ... 5.3.10 Legacy Impact ... 5.4.8 Legacy Impact ... 4.13 Legacy Systems,"Section 5.2.8, 5.3.10, 5.4.8 / Pages 44, 50, 53",https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,lifecycle,2,keys,"Protect private keys and secrets used for signing to prevent unauthorized access, extraction, or misuse during storage and usage.",10.2 Key Protection ... Implementers MUST protect private keys and secrets from unauthorized access and disclosure.,Section 10.2,https://www.rfc-editor.org/rfc/rfc7515.html,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,assurance,2,software,Protect the algorithm parameter from tampering to ensure the integrity of the cryptographic operation selection.,10.7 Algorithm Protection ... Implementers MUST ensure that the 'alg' header parameter cannot be modified by an attacker.,Section 10.7,https://www.rfc-editor.org/rfc/rfc7515.html,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
RFC 7518,JSON Web Algorithms (JWA),Technical Standards,Protocols,lifecycle,2,keys,Define and enforce key lifetimes for all cryptographic keys used in JWS and JWE operations to ensure timely rotation and retirement.,8.2. Key Lifetimes ... Implementers MUST define key lifetimes for all keys used in JWS and JWE.,Section 8.2,https://www.rfc-editor.org/rfc/rfc7518.html,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
RFC 7518,JSON Web Algorithms (JWA),Technical Standards,Protocols,assurance,2,software,Implement constant-time comparison algorithms for MAC verification to prevent timing side-channel attacks.,8.13. Timing Attacks ... Implementations MUST use constant-time comparison algorithms when verifying MACs.,Section 8.13,https://www.rfc-editor.org/rfc/rfc7518.html,high,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
draft-ietf-lamps-pq-composite-sigs-15,Composite ML-DSA for Use in X.509 PKI and CMS,Technical Standards,PKI Certificate Management,assurance,2,libraries,Assess whether deploying hybrid PQC algorithms invalidates existing FIPS certifications or compliance audits before implementation.,"In some situations it might be possible to add Post-Quantum... without invalidating the existing certification, whereas a full replacement... would almost certainly incur regulatory and compliance delays.",Section 1,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,medium,qwen3.6:27b,2026-04-30,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,observability,3,libraries,"Implement health tests for Instantiate, Generate, Reseed, and Uninstantiate functions to detect operational failures.",11.3 Health Testing... 11.3.2 Testing the Instantiate Function... 11.3.3 Testing the Generate Function... 11.3.4 Testing the Reseed Function... 11.3.5 Testing the Uninstantiate Function,Section 11.3,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,qwen3.6:27b-q8_0,2026-08-08,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
Saudi-NCA-NCS1-2020,Saudi NCA — National Cryptographic Standards (NCS-1:2020),Compliance Frameworks,Regional Standards,lifecycle,2,keys,Enforce key protection and lifetime requirements as defined in the national standards to ensure proper key management.,6.1 Key Protection and Lifetime ... 6.2 KLM Processes,Section 6 Key Lifecycle Management (KLM),https://nca.gov.sa/,high,qwen3.6:27b-q8_0,2026-08-08,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,governance,3,all,"Establish formal contracts between manufacturers and ITSEFs, and between ITSEFs and the Certification Body, to define roles and responsibilities for the evaluation process.",Conclude a contract with the manufacturer... Conclude a contract with the ITSEF,"Section 2.1, Table 2",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-08-15,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24); shadow row supersedes the original via the merge-all loader's basename-descending dedup — original file untouched"
