resource_type,resource_id,source_id,match_method
library,BIS-Paper-158,bis,direct
library,EU-NIS-CG-Roadmap-v1.1,ec,direct
library,G7-Financial-PQC-Roadmap-2026,us-treasury,direct
library,PKI-Consortium-PQC-2025,pki-consortium,direct
library,HKMA-Fintech-Blueprint-2026,hkma,direct
library,Malaysia-NACSA-PQC-2025,nacsa-malaysia,direct
library,HK-CI-Ordinance-2025,hkma,direct
library,UAE-DESC-PQC-Guideline,desc-dubai,direct
library,Saudi-NCA-ECC2-2024,saudi-nca,direct
library,Microsoft-QSP-Roadmap-2025,microsoft,direct
library,PQCC-Migration-Roadmap-2025,pqca,direct
library,PQCC-Inventory-Workbook-2025,pqca,direct
library,Singapore-NQSN-Plus,imda-singapore,direct
library,ANSSI-PQC-FAQ-2025,anssi,direct
library,EC-Recommendation-2024-1101,enisa,direct
library,CA-CFDIR-Quantum-Readiness-2023,ec,direct
library,CZ-NUKIB-Crypto-Requirements-2023,ec,direct
library,EU-BSI-PQC-Joint-Statement-2024,bsi,direct
library,BSI-ANSSI-QKD-Position-2024,bsi,direct
library,CA-TBS-SPIN-PQC-2025,ec,direct
library,IN-CERTIN-QBOM-Guidelines-2025,cert-in,direct
library,US-CISA-ACDI-Strategy-2024,cisa,direct
library,US-CISA-PQC-OT-2024,cisa,direct
library,UK-CMORG-PQC-Guidance-2025,cmorg,direct
library,AU-ASD-ISM-Crypto-2024,acsc,direct
library,ENISA-PQC-Integration-Study-2022,enisa,direct
library,Europol-QSFF-Call-to-Action-2025,enisa,direct
library,UK-DSIT-CNI-PQC-Perspectives-2025,ncsc-uk,direct
library,US-QCCPA-2022,us-congress,direct
library,GSMA-PQC-Country-Survey-2025,gsma,direct
library,SG-MAS-Quantum-Advisory-2024,csa-singapore,direct
library,SG-MAS-QKD-Sandbox-Report-2025,csa-singapore,direct
library,NATO-Quantum-Strategy-2024,nato,direct
library,UK-NCSC-PQC-Whitepaper-2024,ncsc-uk,direct
library,UK-NCSC-Migration-Timelines-2025,ncsc-uk,direct
library,IN-TEC-PQC-Migration-Report-2025,ec,direct
library,BIS-OTHP107,bis,direct
library,RFC-9763,ietf,direct
library,draft-bonnell-lamps-chameleon-certs-07,ietf,direct
library,RFC-9909,ietf,direct
library,RFC 4251,ietf,direct
library,RFC 4253,ietf,direct
library,RFC 4301,ietf,direct
library,RFC 4303,ietf,direct
library,RFC 5280,ietf,direct
library,RFC 6962,ietf,direct
library,RFC 8017,ietf,direct
library,RFC 8446,ietf,direct
library,RFC 9052,ietf,direct
library,RFC 9580,ietf,direct
library,RFC 9593,ietf,direct
library,RFC 9847,ietf,direct
library,NIST IR 8105,nist-csrc,direct
library,NIST IR 8309,nist-csrc,direct
library,NIST IR 8413,nist-csrc,direct
library,NIST CSWP 39,nist-csrc,direct
library,NIST NCCoE SP 1800-38A,nist-csrc,direct
library,NIST NCCoE SP 1800-38B,nist-csrc,direct
library,NIST CSWP 48,nist-csrc,direct
library,RFC 9420,ietf,direct
library,Europol-FS-ISAC-PQC-Financial-2026,enisa,direct
library,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,ec,direct
library,NIST-IR-8528,nist-csrc,direct
library,NIST-SP-800-232,nist-csrc,direct
library,DoD-CIO-PQC-Memo-2025,nsa-media,direct
library,GSA-PQC-Buyers-Guide-2025,gsa-us,direct
library,CISA-Bad-Practices-PQC-2025,cisa,direct
library,IETF RFC 7662,ietf,direct
library,draft-ietf-jose-pq-composite-sigs,ietf,direct
library,NIST SP 800-88,nist-csrc,direct
library,NIST SP 800-56A,nist-csrc,direct
library,FIPS 199,nist-csrc,direct
library,NIST SP 800-37,nist-csrc,direct
library,NIST SP 800-66,nist-csrc,direct
library,NIST SP 800-218,nist-csrc,direct
library,NIST SP 800-111,nist-csrc,direct
library,RFC-9964,ietf-rfc-series,direct
library,IETF RFC 9701,ietf,direct
library,IETF RFC 6979,ietf,direct
library,IETF RFC 5480,ietf,direct
library,IETF RFC 4556,ietf,direct
library,NIST SP 800-207,nist-csrc,direct
library,draft-sfluhrer-ssh-mldsa,ietf,direct
library,IETF RFC 5656,ietf,direct
library,IETF RFC 8709,ietf,direct
library,IETF RFC 9700,ietf,direct
library,draft-sfluhrer-ipsecme-ikev2-mldsa,ietf,direct
library,GRI-Quantum-Threat-Timeline-2025,gri,direct
library,ASC-X9-TR-50-2019,ascx9,direct
library,ASC-X9-IR-F01-2022,ascx9,direct
library,ASC-X9-PQC-Readiness-2025,ascx9,direct
library,ASC-X9-Financial-PKI,ascx9,direct
library,ETSI-GR-QSC-001,etsi-cyber,direct
library,ETSI-GR-QSC-003,etsi-cyber,direct
library,ETSI-GR-QSC-004,etsi-cyber,direct
library,ETSI-GR-QSC-006,etsi-cyber,direct
library,ETSI-TR-103-570,etsi-cyber,direct
library,ETSI-TR-103-949,etsi-cyber,direct
library,ETSI-TR-103-965,etsi-cyber,direct
library,ETSI-TR-103-966,etsi-cyber,direct
library,ETSI-TR-103-967,etsi-cyber,direct
library,ETSI-TR-104-016,etsi-cyber,direct
library,ETSI-EG-203-310,etsi-cyber,direct
library,ETSI-GR-QKD-007,etsi-cyber,direct
library,ENISA-Crypto-Market-Analysis-2024,enisa,direct
library,ENISA-State-of-Cybersecurity-2024,enisa,direct
library,ENISA-Threat-Landscape-2025,enisa,direct
library,ECCG-ACM-v2,enisa,direct
library,draft-ietf-pquip-pqc-hsm-constrained-03,ietf,direct
library,CRYSTALS-Kyber-Spec-v302,ku-leuven-cosic,direct
library,CRYSTALS-Dilithium-Spec-v31,ku-leuven-cosic,direct
library,SPHINCS-Plus-Spec-v31,tue-coding,direct
library,Falcon-Spec-v12,inria-crypto,direct
library,Classic-McEliece-Spec,tue-coding,direct
library,IACR-2022-1031,iacr-eprint,direct
library,IACR-2018-952,iacr-eprint,direct
library,IACR-2019-1086,iacr-eprint,direct
library,Bernstein-Lange-PQC-Survey,tue-coding,direct
library,CIRCL-Cloudflare,cloudflare,direct
library,PQClean,github,direct
library,Liboqs-python,oqs-project,direct
library,Liboqs-go,oqs-project,direct
library,Liboqs-cpp,oqs-project,direct
library,Lattice-Estimator,github,direct
library,FPLLL,github,direct
library,ETSI-TS-103-673,etsi-cyber,direct
library,RFC-9242,ietf,direct
library,ITU-T-X1811,itu,direct
library,IBM-Quantum-Safe-Research,ibm-research,direct
library,Microsoft-PQC-Research,microsoft,direct
library,JPMorgan-RWPQC-2025,jpmorganchase,direct
library,arXiv-2403-11741,arxiv-crypto,direct
library,NTNU-PQC-Challenges-Silde,ntnu-crypto,direct
library,FIPS-180-4,nist-csrc,direct
library,UEFI-SPEC-2.10-SecureBoot,uefi-forum,direct
library,RFC-9935,ietf,direct
library,draft-reddy-tls-composite-mldsa,ietf,direct
library,draft-ietf-hpke-pq,ietf,direct
library,draft-ietf-ipsecme-ikev2-downgrade-prevention,ietf,direct
library,Signal-PQXDH-Spec,signal,direct
library,Apple-PQ3-Security-Blog,apple,direct
library,KpqC-NTRU-Plus,kisa,direct
library,KpqC-SMAUG-T,kisa,direct
library,KpqC-AIMer,kisa,direct
library,KpqC-HAETAE,kisa,direct
library,Peikert-Lattice-Survey-2016,iacr-eprint,direct
library,Weger-Code-Based-Survey-2022,arxiv-crypto,direct
library,Regev-LWE-Survey,arxiv-crypto,direct
library,Bernstein-Lange-Fallout-2017,iacr-eprint,direct
library,VIAVI-PQC-Migration-WP-2026,viavi,direct
library,ITU-T-X509-2019,itu,direct
library,FS-ISAC-PQC-Timeline-2026,fs-isac,direct
library,arXiv-2603-28728,arxiv-crypto,direct
library,Google-QuantumAI-EC-Crypto-Quantum-2026,google-quantum-ai,direct
library,NIST-CSWP-36A,nist-csrc,direct
library,arXiv-2603-01091-HNDL-Rekeying,arxiv-crypto,direct
library,NIST-SP-800-38D,nist-csrc,direct
library,IETF RFC 5649,ietf,direct
library,RFC 5869,ietf,direct
library,OASIS-SAML-2-0-Core,oasis-open,direct
library,FIPS-198-1,nist-csrc,direct
library,NIST-SP-800-132,nist-csrc,direct
library,NIST-SP-800-230-ipd,nist-csrc,direct
library,AQ-PQC-Migration-Framework-v2.1-2026,applied-quantum,direct
library,CoT-Decrypting-Future-PQC-Timelines-2026,charter-of-trust,direct
library,ANSSI-PG-083-v3-2026,anssi,direct
library,Cambridge-JBS-Quantum-Blockchain-2025,cambridge-jbs,direct
library,PROACT-2025-SCA-Lattice-PQC,radboud-university,direct
library,NIST-PQC-Seminar-FaultInjection-Lattice,nist-csrc,direct
library,USENIX-2024-HQC-Division-Timing,ec,direct
library,IACR-2024-1828-McEliece-SCA-Fault,iacr-eprint,direct
library,FrodoKEM-SCA-Countermeasures-2024,arxiv-crypto,direct
library,IACR-2022-952-FrodoKEM-Rowhammer,iacr-eprint,direct
library,ArXiv-2025-SLH-DSA-Rowhammer,arxiv-crypto,direct
library,EmergentMind-Nonce-Reuse-Crypto,arxiv-crypto,direct
library,Invicti-OWASP-CryptoFailures-2025,ec,direct
library,Springer-MathFoundations-PQC-2026,itu,direct
library,NIST-SP-800-133r3-ipd,nist-csrc,direct
library,ref-obrien-chrome-hybrid,arxiv-crypto,direct
library,ref-bindel-hybrid-sigs,arxiv-crypto,direct
library,ref-defeo-sqisign,inria-crypto,direct
library,ref-aardal-falcon-labrador,arxiv-crypto,direct
library,ref-bravyi-quantum-memory,ibm-research,direct
library,ref-gidney-factor-rsa,google-quantum-ai,direct
library,ref-gidney-factor-rsa-8h,google-quantum-ai,direct
library,ref-webster-pinnacle,arxiv-crypto,direct
library,ref-litinski-toffoli,arxiv-crypto,direct
library,ref-kim-ecdlp,arxiv-crypto,direct
library,ref-pont-downtime,arxiv-crypto,direct
library,ref-fukuda-grand-challenge,arxiv-crypto,direct
library,ref-habovstiak-hashed-keys,arxiv-crypto,direct
library,ref-stutz-reuse-pubkeys,arxiv-crypto,direct
library,ref-drake-hash-multisig,arxiv-crypto,direct
library,ref-amy-sha2-preimage,arxiv-crypto,direct
library,Microsoft-Crypto-Inventory-CPM-2026,microsoft-security,direct
library,EJBCA-Understanding-CPM,keyfactor,direct
library,EJBCA-Beyond-CBOM,keyfactor,direct
library,IBM-CBOM-Harishankar,ibm-research,direct
library,Keyfactor-Introducing-CBOM,keyfactor,direct
library,Deloitte-TechTrends-2025-Quantum,deloitte,direct
library,IBM-IBV-Secure-PostQuantum-2025,ibm-ibv,direct
library,Sectigo-State-Crypto-Agility-2025,sectigo,direct
library,Meta-PQC-Migration-2026,meta-engineering,direct
library,InfoSec-Global-Hype-Cycles,infosec-global,direct
library,NIST-CMVP-MIP-List,nist-csrc,direct
library,NIST-CMVP-Validated-Modules,nist-csrc,direct
library,NIST-ACVP,nist-csrc,direct
library,IETF-RFC-7030-EST,ietf,direct
library,SecBoulevard-Carielli-CryptoAgility-2025,forrester,direct
library,eprint-2025-2059,iacr-eprint,direct
library,NIST-SP-800-140B,nist-csrc,direct
library,OWASP-CycloneDX-CBOM-Guide,owasp,direct
library,FIPS-140-3-STANDARD,nist-csrc,direct
library,CMVP-MGMT-MANUAL,nist-csrc,direct
library,NIST-SP-800-140A,nist-csrc,direct
library,NIST-SP-800-140C,nist-csrc,direct
library,NIST-SP-800-140D,nist-csrc,direct
library,NIST-SP-800-140E,nist-csrc,direct
library,NIST-SP-800-140F,nist-csrc,direct
library,NIAP-CCEVS-POLICY,niap,direct
library,NIAP-CCEVS-MANUAL,niap,direct
library,CC-2022-PART2,ec,direct
library,CC-2022-PART3,ec,direct
library,CC-2022-CEM,ec,direct
library,BSI-BSZ-METHOD,bsi,direct
library,HIPAA-45-CFR-164,hhs,direct
library,FERPA-34-CFR-99,us-doe-ed,direct
library,COPPA-16-CFR-312,ftc,direct
library,FDA-21-CFR-11,fda,direct
library,HITECH-PL-111-5,us-congress,direct
library,MAS-CIRCULAR-IT-RISK,mas-singapore,direct
library,ETSI-EN-303645,etsi-cyber,direct
library,ZA-POPIA-TEXT,arxiv-crypto,direct
library,PCI-DSS-QRG,ec,direct
library,TSA-SD-PIPELINE-2021-02F,us-tsa,direct
library,HKMA-FINTECH-BLUEPRINT-2026,hkma,direct
library,NY-DFS-23-NYCRR-500-A2,nydfs,direct
library,NIS2-DIRECTIVE-2022-2555,enisa,direct
library,DORA-REG-2022-2554,enisa,direct
library,GDPR-REG-2016-679,enisa,direct
library,EIDAS-REG-910-2014,enisa,direct
library,EU-CRA-REG-2024-2847,enisa,direct
library,MICA-REG-2023-1114,enisa,direct
library,Saudi-NCA-NCS1-2020,saudi-nca,direct
library,US-TREASURY-FSRMP-2025,us-treasury,direct
library,CMMC-2.0-MODEL,dod-cio,direct
library,UNECE-WP29-R155,unece,direct
library,NZISM-V3-9,nzism,direct
library,draft-vitap-ml-dsa-webauthn,ietf,direct
library,arXiv-2603-28627,arxiv-crypto,direct
library,5G-Americas-PQCS-2025,5g-americas,direct
library,draft-spm-lake-pqsuites,ietf,direct
library,draft-ietf-tls-key-share-prediction,ietf,direct
library,arXiv-2508-01694,arxiv-crypto,direct
library,RFC 9142,ietf,direct
library,RFC 9528,ietf,direct
library,W3C WebAuthn,w3c,direct
library,OpenSSL-3.5.0-Release,openssl-project,direct
library,ProjectEleven-Quantum-Threat-Blockchains-2026,project-eleven,direct
library,APRA-CPS-234,apra,direct
library,ACSC-Essential-Eight,acsc,direct
library,AU-Privacy-Act-APPs,oaic,direct
library,AUSTRAC-AML-CTF-Act,austrac,direct
library,Cisco-Quantum-Safe-Architecture-2026,cisco-systems,direct
library,PQShield-4-Quantum-Threats-Enterprises-2026,pqshield,direct
library,GopherSecurity-PQC-Agility-MCP-2026,gopher-security,direct
library,QuantumInsider-Why-2026-Matters-QS,quantum-insider,direct
library,QuantumInsider-QS-Threats-Solutions-2026,quantum-insider,direct
library,Microchip-TS1800-PQC-RootOfTrust-2026,microchip,direct
library,ITPro-Monetizing-Quantum-Shift-PQC-2026,csa-cloud,direct
library,QCReport-QDay-Accelerated-Timeline-2026,quantum-computing-report,direct
library,ArsTechnica-Ransomware-Quantum-Safe-2026,ars-technica,direct
library,QuantumInsider-AES128-Safe-Quantum-2026,quantum-insider,direct
library,QuantumZeitgeist-CryptoNext-NIST-Cert-2026,quantum-zeitgeist,direct
library,EFF-Encryption-Y2K-Moment-2026,eff,direct
library,ACS-Google-Cloudflare-PQC-2029,acs-australia,direct
library,QuantumInsider-QuantumXChange-PhioTX-2026,quantum-xchange,direct
library,Cloudflare-PostQuantum-Roadmap-2026,cloudflare,direct
library,QCReport-QSE-Enterprise-PQC-Platform-2026,quantum-computing-report,direct
library,QuantumInsider-25-Companies-PQC-2026,quantum-insider,direct
library,ISO/IEC 18033-2:2006/AMD1:2017,iso-iec-sc27,direct
library,NSA CSfC PQC Guidance Addendum,nsa-advisory,direct
library,IEC 62443,iec,direct
library,CAB-Forum-SC-081v3,cabf,direct
library,RFC 2119,ietf,direct
library,RFC 8174,ietf,direct
library,RFC 5912,ietf,direct
library,RFC 5754,ietf,direct
library,RFC 5911,ietf,direct
library,CNSSP 15,nsa-advisory,direct
library,RFC 8708,ietf,direct
library,RFC 6234,ietf,direct
library,FIPS 202,nist-csrc,direct
library,NIST IR 8477,nist-csrc,direct
library,NIST-SP-800-175B,nist-csrc,direct
library,NIST-SP-800-152,nist-csrc,direct
library,NIST-SP-800-56B,nist-csrc,direct
library,NIST PQC FAQ,nist-csrc,direct
library,EO-14028,cisa,mapped
library,ANSI X9.62,ascx9,direct
library,ANSI X9.63,ascx9,direct
library,SEC 1,secg,direct
library,IEEE 1363,ieee-sa,direct
library,IEEE 1363a,ieee-sa,direct
library,ISO/IEC 18033-2:2006,iso-iec-sc27,direct
library,NIAP,nsa-advisory,direct
library,RFC 1847,ietf,direct
library,RFC 3370,ietf,direct
library,RFC 3394,ietf,direct
library,RFC 3560,ietf,direct
library,RFC 4056,ietf,direct
library,RFC 4250,ietf,direct
library,RFC 4252,ietf,direct
library,RFC 4254,ietf,direct
library,RFC 4302,ietf,direct
library,RFC 4419,ietf,direct
library,RFC 5056,ietf,direct
library,RFC 5958,ietf,direct
library,RFC 6176,ietf,direct
library,RFC 7468,ietf,direct
library,RFC 7568,ietf,direct
library,RFC 7693,ietf,direct
library,RFC 7748,ietf,direct
library,RFC 8268,ietf,direct
library,RFC 8603,ietf,direct
library,RFC 8702,ietf,direct
library,RFC 8755,ietf,direct
library,RFC 8756,ietf,direct
library,RFC 8996,ietf,direct
library,RFC 8998,ietf,direct
library,RFC 9001,ietf,direct
library,RFC 9053,ietf,direct
library,RFC 9180,ietf,direct
library,RFC 9480,ietf,direct
library,RFC 9811,ietf,direct
library,draft-ietf-pquip-hybrid-signature-spectrums,ietf,direct
library,draft-wiggers-tls-authkem-psk,ietf,direct
library,draft-hu-ipsecme-pqt-hybrid-auth,ietf,direct
library,BIP-43,bitcoin-core,direct
library,EIP-2,ethereum-foundation,direct
library,EIP-2718,ethereum-foundation,direct
library,EIP-2929,ethereum-foundation,direct
library,EIP-2930,ethereum-foundation,direct
library,EIP-3541,ethereum-foundation,direct
library,EIP-3607,ethereum-foundation,direct
library,EIP-4844,ethereum-foundation,direct
library,RFC 6090,ietf,direct
library,RFC 8037,ietf,direct
library,RFC-8420,ietf-rfc-series,direct
library,RFC-7427,ietf-rfc-series,direct
library,RFC-8410,ietf-rfc-series,direct
library,RFC-6960,ietf-rfc-series,direct
library,RFC-3647,ietf-rfc-series,direct
library,FIPS-197,nist-csrc,direct
library,RFC-8705,ietf-rfc-series,direct
library,RFC-8707,ietf-rfc-series,direct
library,RFC-9110,ietf-rfc-series,direct
library,RFC-5234,ietf-rfc-series,direct
library,RFC-7841,ietf-rfc-series,direct
library,RFC-8792,ietf-rfc-series,direct
library,RFC-6763,ietf-rfc-series,direct
library,RFC-6024,ietf-rfc-series,direct
library,RFC-8240,ietf-rfc-series,direct
library,RFC-5763,ietf-rfc-series,direct
library,RFC-0793,ietf-rfc-series,direct
library,RFC-1950,ietf-rfc-series,direct
library,RFC-7932,ietf-rfc-series,direct
library,RFC-6019,ietf-rfc-series,direct
library,RFC-2397,ietf-rfc-series,direct
library,RFC-8230,ietf-rfc-series,direct
library,RFC-8610,ietf-rfc-series,direct
library,RFC-7383,ietf-rfc-series,direct
library,RFC-7465,ietf-rfc-series,direct
library,RFC-9155,ietf-rfc-series,direct
library,RFC-9000,ietf-rfc-series,direct
library,RFC-7009,ietf-rfc-series,direct
library,RFC-6750,ietf-rfc-series,direct
library,RFC-7638,ietf-rfc-series,direct
library,RFC-9679,ietf-rfc-series,direct
library,RFC-7479,ietf-rfc-series,direct
library,RFC-4255,ietf-rfc-series,direct
library,RFC-6594,ietf-rfc-series,direct
library,RFC-7301,ietf-rfc-series,direct
library,RFC-9380,ietf-rfc-series,direct
library,RFC-8229,ietf-rfc-series,direct
library,RFC-6928,ietf-rfc-series,direct
library,RFC-9936,ietf-rfc-series,direct
library,FIPS-140-3,nist-csrc,direct
library,COMMON-CRITERIA,common-criteria-portal,direct
library,China CACR PQC Competition Results,iccs-china,direct
library,ISO-IEC-23837-1,iso-iec-sc27,direct
library,ISO-IEC-23837-2,iso-iec-sc27,direct
library,AU-ACSC-Quantum-Tech-Primer-Communications-2026,acsc,direct
library,BIKE-Round4-Spec-2022,nist-csrc,direct
library,India-DST-NQM-Roadmap,dst-india,direct
library,ANSSI-PQC-Position-2022,anssi,direct
library,NIST SP 800-53,nist-csrc,direct
library,draft-ietf-plants-merkle-tree-certs,ietf,direct
library,IETF RFC 8555,ietf,direct
library,ETSI-GS-QKD-016-V2,etsi-cyber,direct
library,McKinsey-PQC-Preparation,mckinsey,direct
library,Ponemon-Global-PKI-Trends-2026,ponemon,direct
library,AppViewX-47Day-Certs,appviewx,direct
library,DigiCert-PQC-Maturity-Model,digicert,direct
library,Gartner-PQC-Time-To-Prepare,gartner,direct
library,NIST-SP-800-57-Pt1-R5,nist,direct
library,3GPP TS 33.501 Rel-19,3gpp,direct
library,Singapore IMDA Cyber Security Guide,imda-singapore,direct
library,CA/Browser Forum Ballot SC-PQC,cabf,direct
library,CSA-PQC-Guide-2025,csa-cloud,direct
library,ITU-T X.1819,itu,direct
library,ETSI TS 103 744 v1.3.1,etsi,direct
library,WebPKI PQC Timeline,google,direct
library,RFC 9370,ietf,direct
library,RFC 8784,ietf,direct
library,RFC 8778,ietf,direct
library,RFC 8554,ietf,direct
library,RFC 8391,ietf,direct
library,draft-ietf-tls-semistatic-dh,ietf-internet-drafts,direct
library,RFC-9146,ietf-rfc-series,direct
library,RFC-7924,ietf-rfc-series,direct
library,RFC-8478,ietf-rfc-series,direct
library,RFC-8447,ietf-rfc-series,direct
library,RFC-8126,ietf-rfc-series,direct
library,RFC-7159,ietf-rfc-series,direct
library,RFC-9496,ietf-rfc-series,direct
library,draft-ietf-opsawg-rfc5706bis,ietf-internet-drafts,direct
library,draft-ietf-lake-edhoc-psk,ietf-internet-drafts,direct
library,draft-ietf-tls-mldsa-03,ietf,direct
library,draft-celi-wiggers-tls-authkem-07,ietf,direct
library,draft-ietf-lamps-pq-composite-sigs-19,ietf,direct
library,RFC 9867,ietf,direct
library,draft-ietf-ipsecme-ikev2-mlkem-05,ietf,direct
