product_id,algorithm_name,implementation_name,software_name,implementation_type,implementation_url,verification_status,notes,implementation_url_quality,date_stamp,confidence_score
aimer-reference-implementation,AIMer-256f,AIMer Reference Implementation,AIMer Reference Implementation,Reference,https://github.com/aimergithub/aimer,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,AIMer-256f,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,Classic-McEliece-348864,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
classic-mceliece-reference,Classic-McEliece-348864,Classic McEliece Reference,,Reference,https://classic.mceliece.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,Classic-McEliece-348864,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,Classic-McEliece-348864,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,Classic-McEliece-348864,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,Classic-McEliece-460896,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
classic-mceliece-reference,Classic-McEliece-460896,Classic McEliece Reference,,Reference,https://classic.mceliece.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,Classic-McEliece-460896,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,Classic-McEliece-460896,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,Classic-McEliece-460896,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,Classic-McEliece-8192128,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
classic-mceliece-reference,Classic-McEliece-8192128,Classic McEliece Reference,,Reference,https://classic.mceliece.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,Classic-McEliece-8192128,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,Classic-McEliece-8192128,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,Classic-McEliece-8192128,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,FN-DSA-1024,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
falcon-reference-implementation,FN-DSA-1024,Falcon Reference Implementation,,Reference,https://falcon-sign.info/,Verified,,url_needs_review,2026-05-06,30
liboqs,FN-DSA-1024,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,FN-DSA-1024,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,FN-DSA-1024,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
wolfssl,FN-DSA-1024,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,FN-DSA-512,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
falcon-reference-implementation,FN-DSA-512,Falcon Reference Implementation,,Reference,https://falcon-sign.info/,Verified,,url_needs_review,2026-05-06,30
liboqs,FN-DSA-512,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,FN-DSA-512,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,FN-DSA-512,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
wolfssl,FN-DSA-512,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,FrodoKEM-1344,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,FrodoKEM-1344,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-pqcrypto-lweke,FrodoKEM-1344,Microsoft PQCrypto-LWEKE,,Reference,https://github.com/microsoft/PQCrypto-LWEKE,Verified,,url_authoritative,2026-05-06,30
oqs-provider,FrodoKEM-1344,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,FrodoKEM-1344,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,FrodoKEM-640,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,FrodoKEM-640,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-pqcrypto-lweke,FrodoKEM-640,Microsoft PQCrypto-LWEKE,,Reference,https://github.com/microsoft/PQCrypto-LWEKE,Verified,,url_authoritative,2026-05-06,30
oqs-provider,FrodoKEM-640,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,FrodoKEM-640,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,FrodoKEM-976,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,FrodoKEM-976,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-pqcrypto-lweke,FrodoKEM-976,Microsoft PQCrypto-LWEKE,,Reference,https://github.com/microsoft/PQCrypto-LWEKE,Verified,,url_authoritative,2026-05-06,30
oqs-provider,FrodoKEM-976,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,FrodoKEM-976,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
haetae-reference-implementation,HAETAE-2,HAETAE Reference Implementation,HAETAE Reference Implementation,Reference,https://github.com/kpqc-cryptocraft/HAETAE,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,HAETAE-2,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
haetae-reference-implementation,HAETAE-3,HAETAE Reference Implementation,HAETAE Reference Implementation,Reference,https://github.com/kpqc-cryptocraft/HAETAE,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,HAETAE-3,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
haetae-reference-implementation,HAETAE-5,HAETAE Reference Implementation,HAETAE Reference Implementation,Reference,https://github.com/kpqc-cryptocraft/HAETAE,Verified,,url_authoritative,2026-05-06,30
kpqclean-korean-reference,HAETAE-5,KpqClean (Korean reference),,Reference,https://github.com/kpqc-cryptocraft/KpqClean,Verified,,url_authoritative,2026-05-06,30
hawk-reference-implementation,HAWK-1024,HAWK Reference Implementation,,Reference,https://hawk-sign.info/,Verified,,url_needs_review,2026-05-06,30
liboqs,HAWK-1024,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
hawk-reference-implementation,HAWK-512,HAWK Reference Implementation,,Reference,https://hawk-sign.info/,Verified,,url_needs_review,2026-05-06,30
liboqs,HAWK-512,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,HQC-128,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
hqc-reference-implementation,HQC-128,HQC Reference Implementation,,Reference,https://pqc-hqc.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,HQC-128,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,HQC-128,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,HQC-128,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,HQC-192,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
hqc-reference-implementation,HQC-192,HQC Reference Implementation,,Reference,https://pqc-hqc.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,HQC-192,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,HQC-192,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,HQC-192,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,HQC-256,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
hqc-reference-implementation,HQC-256,HQC Reference Implementation,,Reference,https://pqc-hqc.org/,Verified,,url_needs_review,2026-05-06,30
liboqs,HQC-256,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
oqs-provider,HQC-256,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqclean,HQC-256,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
bouncy-castle,LMS-SHA256 (H20/W8),Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
hash-sigs-cisco-reference,LMS-SHA256 (H20/W8),hash-sigs (Cisco reference),,Reference,https://github.com/cisco/hash-sigs,Verified,,url_authoritative,2026-05-06,30
hbs-lms,LMS-SHA256 (H20/W8),hbs-lms,hbs-lms,Library,https://github.com/world-of-crytek/hbs-lms,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
liboqs,LMS-SHA256 (H20/W8),liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,LMS-SHA256 (H20/W8),Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
wolfssl,LMS-SHA256 (H20/W8),wolfSSL / wolfCrypt LMS,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
liboqs,MAYO-1,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
mayo-reference-implementation,MAYO-1,MAYO Reference Implementation,MAYO Reference Implementation,Reference,https://github.com/PQCMayo/MAYO-C,Verified,,url_authoritative,2026-05-06,30
pqclean,MAYO-1,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
liboqs,MAYO-2,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
mayo-reference-implementation,MAYO-2,MAYO Reference Implementation,MAYO Reference Implementation,Reference,https://github.com/PQCMayo/MAYO-C,Verified,,url_authoritative,2026-05-06,30
pqclean,MAYO-2,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
liboqs,MAYO-3,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
mayo-reference-implementation,MAYO-3,MAYO Reference Implementation,MAYO Reference Implementation,Reference,https://github.com/PQCMayo/MAYO-C,Verified,,url_authoritative,2026-05-06,30
pqclean,MAYO-3,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
liboqs,MAYO-5,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
mayo-reference-implementation,MAYO-5,MAYO Reference Implementation,MAYO Reference Implementation,Reference,https://github.com/PQCMayo/MAYO-C,Verified,,url_authoritative,2026-05-06,30
pqclean,MAYO-5,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-DSA-44,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-DSA-44,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-DSA-44,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-DSA-44,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-DSA-44,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-DSA-44,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-DSA-44,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-DSA-44,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-DSA-44,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/dilithium,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-DSA-44,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-DSA-44,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-dsa-2,ML-DSA-44,RustCrypto ML-DSA,RustCrypto ML-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-DSA-44,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-DSA-65,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-DSA-65,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-DSA-65,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-DSA-65,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-DSA-65,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-DSA-65,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-DSA-65,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-DSA-65,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-DSA-65,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/dilithium,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-DSA-65,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-DSA-65,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-dsa-2,ML-DSA-65,RustCrypto ML-DSA,RustCrypto ML-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-DSA-65,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-DSA-87,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-DSA-87,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-DSA-87,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-DSA-87,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-DSA-87,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-DSA-87,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-DSA-87,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-DSA-87,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-DSA-87,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/dilithium,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-DSA-87,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-DSA-87,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-dsa-2,ML-DSA-87,RustCrypto ML-DSA,RustCrypto ML-DSA,Library,https://github.com/RustCrypto/signatures,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-DSA-87,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-KEM-1024,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-KEM-1024,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-KEM-1024,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-KEM-1024,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-KEM-1024,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-KEM-1024,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-KEM-1024,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-KEM-1024,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-KEM-1024,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/kyber,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-KEM-1024,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-KEM-1024,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-kem-2,ML-KEM-1024,RustCrypto ML-KEM,RustCrypto ML-KEM,Library,https://github.com/RustCrypto/KEMs,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-KEM-1024,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-KEM-512,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-KEM-512,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-KEM-512,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-KEM-512,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-KEM-512,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-KEM-512,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-KEM-512,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-KEM-512,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
pqcl-nist-reference,ML-KEM-512,PQCL (NIST reference),,Reference,https://github.com/pq-crystals/kyber,Verified,,url_authoritative,2026-05-06,30
pqclean,ML-KEM-512,PQClean,PQClean,Library,https://github.com/PQClean/PQClean,Verified,,url_authoritative,2026-05-06,30
pqcrypto,ML-KEM-512,pqcrypto (Rust crate),pqcrypto,Library,https://github.com/nicgrobler/pqcrypto,Verified,,url_authoritative,2026-05-06,30
rustcrypto-ml-kem-2,ML-KEM-512,RustCrypto ML-KEM,RustCrypto ML-KEM,Library,https://github.com/RustCrypto/KEMs,Verified,Used in app SBOM,url_authoritative,2026-05-06,30
wolfssl,ML-KEM-512,wolfSSL / wolfCrypt,wolfSSL,Library,https://github.com/wolfSSL/wolfssl,Verified,,url_authoritative,2026-05-06,30
aws-lc,ML-KEM-768,AWS-LC (FIPS 140-3 validated),AWS-LC,Library,https://github.com/aws/aws-lc,Verified,,url_authoritative,2026-05-06,30
boringssl,ML-KEM-768,BoringSSL (Google),BoringSSL,Library,https://boringssl.googlesource.com/boringssl/,Verified,,url_needs_review,2026-05-06,30
bouncy-castle,ML-KEM-768,Bouncy Castle (Java/C#),Bouncy Castle,Library,https://www.bouncycastle.org/,Verified,,url_needs_review,2026-05-06,30
circl,ML-KEM-768,CIRCL (Cloudflare Go),CIRCL,Library,https://github.com/cloudflare/circl,Verified,,url_authoritative,2026-05-06,30
liboqs,ML-KEM-768,liboqs (Open Quantum Safe),liboqs,Library,https://github.com/open-quantum-safe/liboqs,Verified,,url_authoritative,2026-05-06,30
microsoft-symcrypt,ML-KEM-768,Microsoft SymCrypt,Microsoft SymCrypt,Library,https://github.com/microsoft/SymCrypt,Verified,Ships in Windows 11 + Windows Server 2025,url_authoritative,2026-05-06,30
openssl,ML-KEM-768,OpenSSL 3.5+,OpenSSL,Library,https://github.com/openssl/openssl,Verified,,url_authoritative,2026-05-06,30
oqs-provider,ML-KEM-768,oqs-provider (OpenSSL 3 plugin),oqs-provider,Library,https://github.com/open-quantum-safe/oqs-provider,Verified,,url_authoritative,2026-05-06,30
